DATE,PERIOD,CATEGORY,ACTIVE_USERS,NUMBER_OF_SWAPS,TXN_PER_USER,VOLUME_USD
2024-06-10 00:00:00.000,0.25% fee,Retail User,164233,759472,4.624357,1285875643.39
2024-06-10 00:00:00.000,0.25% fee,Whale,154,691,4.487013,248214807.55
2024-06-11 00:00:00.000,0.25% fee,Retail User,164998,854463,5.178626,2041964507.26
2024-06-11 00:00:00.000,0.25% fee,Whale,262,968,3.694656,293560597.63
2024-06-12 00:00:00.000,0.25% fee,Retail User,178512,846664,4.742897,1884169336.11
2024-06-12 00:00:00.000,0.25% fee,Whale,179,1097,6.128492,245187317.9
2024-06-13 00:00:00.000,0.25% fee,Retail User,185810,855138,4.602217,1661367079.15
2024-06-13 00:00:00.000,0.25% fee,Whale,164,851,5.189024,189800379.77
2024-06-14 00:00:00.000,0.25% fee,Retail User,178840,856566,4.789566,1719268785.69
2024-06-14 00:00:00.000,0.25% fee,Whale,189,926,4.899471,204760868.7
2024-06-15 00:00:00.000,0.25% fee,Retail User,164766,715654,4.343457,974990629
2024-06-15 00:00:00.000,0.25% fee,Whale,109,546,5.009174,69553368.72
2024-06-16 00:00:00.000,0.25% fee,Retail User,161995,638591,3.942041,954200834.05
2024-06-16 00:00:00.000,0.25% fee,Whale,106,646,6.09434,111714910.38
2024-06-17 00:00:00.000,0.25% fee,Retail User,197981,880209,4.445927,1739750826.07
2024-06-17 00:00:00.000,0.25% fee,Whale,179,1176,6.569832,253319885.3
2024-06-18 00:00:00.000,0.25% fee,Retail User,200174,997294,4.982136,2239953846.68
2024-06-18 00:00:00.000,0.25% fee,Whale,232,1314,5.663793,233141252.49
2024-06-19 00:00:00.000,0.25% fee,Retail User,214737,843286,3.927064,1513175953.99
2024-06-19 00:00:00.000,0.25% fee,Whale,161,1271,7.89441,220802939.73
2024-06-20 00:00:00.000,0.25% fee,Retail User,282980,883930,3.123648,1485823107.78
2024-06-20 00:00:00.000,0.25% fee,Whale,151,1109,7.344371,177002068.41
2024-06-21 00:00:00.000,0.25% fee,Retail User,273284,985293,3.605381,1899341567.07
2024-06-21 00:00:00.000,0.25% fee,Whale,199,1324,6.653266,233386225.47
2024-06-22 00:00:00.000,0.25% fee,Retail User,193874,764173,3.941596,705943570.11
2024-06-22 00:00:00.000,0.25% fee,Whale,139,612,4.402878,154314127.21
2024-06-23 00:00:00.000,0.25% fee,Retail User,201476,864885,4.292745,957603357.07
2024-06-23 00:00:00.000,0.25% fee,Whale,143,707,4.944056,161306971.69
2024-06-24 00:00:00.000,0.25% fee,Retail User,202236,1062174,5.252151,2519789660.36
2024-06-24 00:00:00.000,0.25% fee,Whale,235,1558,6.629787,405735088.74
2024-06-25 00:00:00.000,0.25% fee,Retail User,228900,920181,4.020013,1416987945.76
2024-06-25 00:00:00.000,0.25% fee,Whale,183,1113,6.081967,229444154.23
2024-06-26 00:00:00.000,0.25% fee,Retail User,217151,849270,3.910965,1232092988.81
2024-06-26 00:00:00.000,0.25% fee,Whale,166,969,5.837349,283336808.66
2024-06-27 00:00:00.000,0.25% fee,Retail User,206832,831497,4.020156,1381059356.83
2024-06-27 00:00:00.000,0.25% fee,Whale,306,993,3.245098,545011273.82
2024-06-28 00:00:00.000,0.25% fee,Retail User,252048,862175,3.420678,1348313932.77
2024-06-28 00:00:00.000,0.25% fee,Whale,201,969,4.820896,241339174.77
2024-06-29 00:00:00.000,0.25% fee,Retail User,217195,698537,3.216174,634972527.06
2024-06-29 00:00:00.000,0.25% fee,Whale,124,452,3.645161,99798058.23
2024-06-30 00:00:00.000,0.25% fee,Retail User,192731,740771,3.843549,875736956.97
2024-06-30 00:00:00.000,0.25% fee,Whale,150,585,3.9,130565705.26
2024-07-01 00:00:00.000,0.25% fee,Retail User,207992,797981,3.836595,1216393140.29
2024-07-01 00:00:00.000,0.25% fee,Whale,181,856,4.729282,248467151.56
2024-07-02 00:00:00.000,0.25% fee,Retail User,212663,748727,3.520721,922966807.5
2024-07-02 00:00:00.000,0.25% fee,Whale,165,652,3.951515,175829509.28
2024-07-03 00:00:00.000,0.25% fee,Retail User,211603,885802,4.18615,1490236493.75
2024-07-03 00:00:00.000,0.25% fee,Whale,210,1117,5.319048,453474753.4
2024-07-04 00:00:00.000,0.25% fee,Retail User,177870,901255,5.066931,2118889357.7
2024-07-04 00:00:00.000,0.25% fee,Whale,249,1380,5.542169,355626906.64
2024-07-05 00:00:00.000,0.25% fee,Retail User,172592,1142059,6.617103,2813803718.02
2024-07-05 00:00:00.000,0.25% fee,Whale,336,1902,5.660714,551130295.07
2024-07-06 00:00:00.000,0.25% fee,Retail User,150921,754514,4.999397,936081971.85
2024-07-06 00:00:00.000,0.25% fee,Whale,132,719,5.44697,151680950.04
2024-07-07 00:00:00.000,0.25% fee,Retail User,132154,729065,5.516783,922792978.15
2024-07-07 00:00:00.000,0.25% fee,Whale,123,714,5.804878,95355539.47
2024-07-08 00:00:00.000,0.25% fee,Retail User,159385,1100268,6.903209,2084305634.58
2024-07-08 00:00:00.000,0.25% fee,Whale,206,1515,7.354369,283987835.82
2024-07-09 00:00:00.000,0.25% fee,Retail User,155315,888234,5.71892,1470364120.76
2024-07-09 00:00:00.000,0.25% fee,Whale,161,1092,6.782609,217459234.48
2024-07-10 00:00:00.000,0.25% fee,Retail User,172920,813524,4.704626,1353346646.09
2024-07-10 00:00:00.000,0.25% fee,Whale,142,1051,7.401408,182380718.61
2024-07-11 00:00:00.000,0.25% fee,Retail User,200326,789456,3.940856,1330901484.37
2024-07-11 00:00:00.000,0.25% fee,Whale,137,1176,8.583942,177828491.41
2024-07-12 00:00:00.000,0.25% fee,Retail User,169174,744607,4.401427,1181430021.56
2024-07-12 00:00:00.000,0.25% fee,Whale,152,1217,8.006579,195661198.92
2024-07-13 00:00:00.000,0.25% fee,Retail User,186013,633975,3.40823,808948128.94
2024-07-13 00:00:00.000,0.25% fee,Whale,120,770,6.416667,126388912.01
2024-07-14 00:00:00.000,0.25% fee,Retail User,165025,664381,4.025942,961987675.58
2024-07-14 00:00:00.000,0.25% fee,Whale,116,815,7.025862,148251982.22
2024-07-15 00:00:00.000,0.25% fee,Retail User,219115,933703,4.261246,1951882066.29
2024-07-15 00:00:00.000,0.25% fee,Whale,205,1611,7.858537,630537566.22
2024-07-16 00:00:00.000,0.25% fee,Retail User,201087,960861,4.778335,2146619800.89
2024-07-16 00:00:00.000,0.25% fee,Whale,182,1701,9.346154,347074346.19
2024-07-17 00:00:00.000,0.25% fee,Retail User,133339,531822,3.988495,1072960350.06
2024-07-17 00:00:00.000,0.25% fee,Whale,113,856,7.575221,203230735.2
﻿
