DATE,CHAIN,PERIOD,VOLUME_USD,SWAPS,UNIQUE_SWAPPERS,ACTIVE_POOLS
2024-01-08 00:00:00.000,Ethereum,0.15% fee,1287654462.39,155438,58384,5002
2024-01-08 00:00:00.000,Optimism,0.15% fee,70010251.38,46975,7808,301
2024-01-08 00:00:00.000,Polygon,0.15% fee,103067538.73,138124,24099,1349
2024-01-09 00:00:00.000,Arbitrum,0.15% fee,627828646.47,169561,22618,629
2024-01-09 00:00:00.000,Avalanche,0.15% fee,6366507.89,7954,1771,75
2024-01-09 00:00:00.000,BSC,0.15% fee,8454096.06,38053,14187,334
2024-01-09 00:00:00.000,Base,0.15% fee,25249369.93,15735,4461,114
2024-01-09 00:00:00.000,Ethereum,0.15% fee,1728265560.05,166294,58993,5356
2024-01-09 00:00:00.000,Optimism,0.15% fee,101212449.56,52086,8501,292
2024-01-09 00:00:00.000,Polygon,0.15% fee,135544078.64,133346,23978,1325
2024-01-10 00:00:00.000,Arbitrum,0.15% fee,909179877.67,251783,21920,658
2024-01-10 00:00:00.000,Avalanche,0.15% fee,6489628.6,8369,1813,83
2024-01-10 00:00:00.000,BSC,0.15% fee,29645395.44,47499,14468,342
2024-01-10 00:00:00.000,Base,0.15% fee,23893449.47,18515,4580,104
2024-01-10 00:00:00.000,Ethereum,0.15% fee,1986657345.98,149885,53080,4716
2024-01-10 00:00:00.000,Optimism,0.15% fee,122140189.4,69080,8969,304
2024-01-10 00:00:00.000,Polygon,0.15% fee,175906935.8,170925,23243,1397
2024-01-11 00:00:00.000,Arbitrum,0.15% fee,484519046.45,174624,24540,671
2024-01-11 00:00:00.000,Avalanche,0.15% fee,10090100.97,8720,1923,84
2024-01-11 00:00:00.000,BSC,0.15% fee,27188035.29,50754,15644,369
2024-01-11 00:00:00.000,Base,0.15% fee,17148156.85,12970,4307,117
2024-01-11 00:00:00.000,Ethereum,0.15% fee,1509112223.71,160282,63132,5150
2024-01-11 00:00:00.000,Optimism,0.15% fee,88295518.65,54789,8817,303
2024-01-11 00:00:00.000,Polygon,0.15% fee,157385255.02,148404,24450,1430
2024-01-12 00:00:00.000,Arbitrum,0.15% fee,630404008.06,208897,20905,672
2024-01-12 00:00:00.000,Avalanche,0.15% fee,6326470.65,6888,1627,79
2024-01-12 00:00:00.000,BSC,0.15% fee,26031527.49,46548,13519,346
2024-01-12 00:00:00.000,Base,0.15% fee,22712796.34,16034,4460,114
2024-01-12 00:00:00.000,Ethereum,0.15% fee,1791705003.84,152978,61819,5235
2024-01-12 00:00:00.000,Optimism,0.15% fee,117314402.24,66691,9713,303
2024-01-12 00:00:00.000,Polygon,0.15% fee,137244949,139239,22957,1384
2024-01-13 00:00:00.000,Arbitrum,0.15% fee,251607253.04,106006,18409,647
2024-01-13 00:00:00.000,Avalanche,0.15% fee,3558246.93,3938,1449,69
2024-01-13 00:00:00.000,BSC,0.15% fee,10822781.62,31906,12352,315
2024-01-13 00:00:00.000,Base,0.15% fee,8722557.65,10736,4436,113
2024-01-13 00:00:00.000,Ethereum,0.15% fee,771937368.66,163046,67690,5404
2024-01-13 00:00:00.000,Optimism,0.15% fee,41330794.65,37707,8365,298
2024-01-13 00:00:00.000,Polygon,0.15% fee,49485467.31,82570,20202,1325
2024-01-14 00:00:00.000,Arbitrum,0.15% fee,188762539.06,82866,16576,601
2024-01-14 00:00:00.000,Avalanche,0.15% fee,4481907.42,5091,1406,69
2024-01-14 00:00:00.000,BSC,0.15% fee,8716237.29,34445,12198,320
2024-01-14 00:00:00.000,Base,0.15% fee,6342332.46,8249,3466,95
2024-01-14 00:00:00.000,Ethereum,0.15% fee,755880537.55,145394,53121,4627
2024-01-14 00:00:00.000,Optimism,0.15% fee,31019059.35,28408,7096,265
2024-01-14 00:00:00.000,Polygon,0.15% fee,50549817.44,84296,18792,1283
2024-01-15 00:00:00.000,Arbitrum,0.15% fee,175478537.34,85460,18524,638
2024-01-15 00:00:00.000,Avalanche,0.15% fee,3749699.46,4135,1421,72
2024-01-15 00:00:00.000,BSC,0.15% fee,26395506,43486,12465,343
2024-01-15 00:00:00.000,Base,0.15% fee,6266957.91,10036,4112,122
2024-01-15 00:00:00.000,Ethereum,0.15% fee,731377260.08,168604,72821,4941
2024-01-15 00:00:00.000,Optimism,0.15% fee,31189914.66,31687,7513,272
2024-01-15 00:00:00.000,Polygon,0.15% fee,61576343.35,91362,21545,1276
2024-01-16 00:00:00.000,Arbitrum,0.15% fee,236748065.98,95788,18439,607
2024-01-16 00:00:00.000,Avalanche,0.15% fee,3742919.08,4276,1741,87
2024-01-16 00:00:00.000,BSC,0.15% fee,3096602.05,31689,14486,332
2024-01-16 00:00:00.000,Base,0.15% fee,9323349.24,9430,3788,107
2024-01-16 00:00:00.000,Ethereum,0.15% fee,836278487.82,218936,69148,4826
2024-01-16 00:00:00.000,Optimism,0.15% fee,36988613.79,33410,7260,272
2024-01-16 00:00:00.000,Polygon,0.15% fee,52208258.42,83967,21181,1352
2024-01-17 00:00:00.000,Arbitrum,0.15% fee,218468146.57,86353,19554,581
2024-01-17 00:00:00.000,Avalanche,0.15% fee,4354867.32,4597,1528,76
2024-01-17 00:00:00.000,BSC,0.15% fee,3121105.36,33472,14952,314
2024-01-17 00:00:00.000,Base,0.15% fee,10051288.34,9571,4000,105
2024-01-17 00:00:00.000,Ethereum,0.15% fee,767805598.09,243838,86112,5017
2024-01-17 00:00:00.000,Optimism,0.15% fee,36116017.85,29686,7506,268
2024-01-17 00:00:00.000,Polygon,0.15% fee,63705383.94,95931,22618,1373
2024-01-18 00:00:00.000,Arbitrum,0.15% fee,266738454.13,101253,20146,637
2024-01-18 00:00:00.000,Avalanche,0.15% fee,3608027.34,4604,1575,84
2024-01-18 00:00:00.000,BSC,0.15% fee,16330980.62,35880,15400,349
2024-01-18 00:00:00.000,Base,0.15% fee,9220313.39,9295,3611,113
2024-01-18 00:00:00.000,Ethereum,0.15% fee,930656726.86,190150,72707,5018
2024-01-18 00:00:00.000,Optimism,0.15% fee,33746428.09,31821,7390,277
2024-01-18 00:00:00.000,Polygon,0.15% fee,62986763,99610,22710,1420
2024-01-19 00:00:00.000,Arbitrum,0.15% fee,268883458.4,104123,19004,621
2024-01-19 00:00:00.000,Avalanche,0.15% fee,3756065.1,4603,1676,75
2024-01-19 00:00:00.000,BSC,0.15% fee,3052634.87,32923,15530,334
2024-01-19 00:00:00.000,Base,0.15% fee,8537897.07,10748,4800,113
2024-01-19 00:00:00.000,Ethereum,0.15% fee,1090951347.07,206085,72471,5322
2024-01-19 00:00:00.000,Optimism,0.15% fee,34387131.3,30766,6810,371
2024-01-19 00:00:00.000,Polygon,0.15% fee,63162522.79,106084,22426,1491
2024-01-20 00:00:00.000,Arbitrum,0.15% fee,108566136.82,72148,21327,595
2024-01-20 00:00:00.000,Avalanche,0.15% fee,1557483.61,2948,1479,81
2024-01-20 00:00:00.000,BSC,0.15% fee,1317370.88,26685,14456,336
2024-01-20 00:00:00.000,Base,0.15% fee,4184256.78,10125,5065,116
2024-01-20 00:00:00.000,Ethereum,0.15% fee,474304837.31,167017,59312,5807
2024-01-20 00:00:00.000,Optimism,0.15% fee,16935380.85,25021,8235,261
2024-01-20 00:00:00.000,Polygon,0.15% fee,31964455.31,80386,21069,1381
2024-01-21 00:00:00.000,Arbitrum,0.15% fee,99052192.39,66397,19712,611
2024-01-21 00:00:00.000,Avalanche,0.15% fee,2456374.05,3134,1453,73
2024-01-21 00:00:00.000,BSC,0.15% fee,1019240.06,26612,13839,312
2024-01-21 00:00:00.000,Base,0.15% fee,3530460.37,9131,4492,117
2024-01-21 00:00:00.000,Ethereum,0.15% fee,500176727.39,163254,58905,5856
2024-01-21 00:00:00.000,Optimism,0.15% fee,13392963.25,22996,7874,266
2024-01-21 00:00:00.000,Polygon,0.15% fee,41113157.12,73919,19864,1337
2024-01-22 00:00:00.000,Arbitrum,0.15% fee,314200670.22,132651,19879,634
2024-01-22 00:00:00.000,Avalanche,0.15% fee,4404530.87,5848,1758,88
2024-01-22 00:00:00.000,BSC,0.15% fee,2621268.87,32992,14563,342
2024-01-22 00:00:00.000,Base,0.15% fee,11954633.37,12659,4166,114
2024-01-22 00:00:00.000,Ethereum,0.15% fee,1283660732.24,168630,60460,5597
2024-01-22 00:00:00.000,Optimism,0.15% fee,43542419.8,39180,6972,292
2024-01-22 00:00:00.000,Polygon,0.15% fee,73667298.25,108596,21482,1347
2024-01-23 00:00:00.000,Arbitrum,0.15% fee,334372459.38,140684,19743,640
2024-01-23 00:00:00.000,Avalanche,0.15% fee,4640785.77,6940,1851,89
2024-01-23 00:00:00.000,BSC,0.15% fee,5224470.57,36695,16035,375
2024-01-23 00:00:00.000,Base,0.15% fee,10976548.73,14564,4511,114
2024-01-23 00:00:00.000,Ethereum,0.15% fee,1475486218.43,167816,59216,5793
2024-01-23 00:00:00.000,Optimism,0.15% fee,46500681.74,43799,8511,321
2024-01-23 00:00:00.000,Polygon,0.15% fee,71993570.65,105839,23752,1433
2024-01-24 00:00:00.000,Arbitrum,0.15% fee,213734786.25,100836,19121,637
2024-01-24 00:00:00.000,Avalanche,0.15% fee,3804357.46,5966,1716,82
2024-01-24 00:00:00.000,BSC,0.15% fee,2854434.18,32537,16326,339
2024-01-24 00:00:00.000,Base,0.15% fee,6099347.93,11197,4646,118
2024-01-24 00:00:00.000,Ethereum,0.15% fee,786376024.65,163630,58184,5789
2024-01-24 00:00:00.000,Optimism,0.15% fee,28185481.67,33612,8251,297
2024-01-24 00:00:00.000,Polygon,0.15% fee,43764773.06,84138,22455,1395
2024-01-25 00:00:00.000,Arbitrum,0.15% fee,193367555.51,86210,17676,603
2024-01-25 00:00:00.000,Avalanche,0.15% fee,2932414.43,4614,1570,76
2024-01-25 00:00:00.000,BSC,0.15% fee,3452300.04,32024,15654,345
2024-01-25 00:00:00.000,Base,0.15% fee,8317776.96,11737,4377,119
2024-01-25 00:00:00.000,Ethereum,0.15% fee,923238542.74,163305,58775,4882
2024-01-25 00:00:00.000,Optimism,0.15% fee,32557163.24,31096,8087,283
2024-01-25 00:00:00.000,Polygon,0.15% fee,39449850.35,79520,22894,1246
2024-01-26 00:00:00.000,Arbitrum,0.15% fee,187811503.61,84195,18751,634
2024-01-26 00:00:00.000,Avalanche,0.15% fee,3420139.5,4660,1640,78
2024-01-26 00:00:00.000,BSC,0.15% fee,5271486.41,29019,14222,335
2024-01-26 00:00:00.000,Base,0.15% fee,6260824.06,9550,4163,121
2024-01-26 00:00:00.000,Ethereum,0.15% fee,854909487.33,169219,61155,5177
2024-01-26 00:00:00.000,Optimism,0.15% fee,29764866.23,30748,8501,288
2024-01-26 00:00:00.000,Polygon,0.15% fee,41007342.85,74666,21315,1356
2024-01-27 00:00:00.000,Arbitrum,0.15% fee,89109490.22,57981,18175,602
2024-01-27 00:00:00.000,Avalanche,0.15% fee,2429349.03,3199,1541,81
2024-01-27 00:00:00.000,BSC,0.15% fee,3549371.45,22486,13480,325
2024-01-27 00:00:00.000,Base,0.15% fee,3949732.09,8690,4511,112
2024-01-27 00:00:00.000,Ethereum,0.15% fee,501401610.59,136600,53018,5316
2024-01-27 00:00:00.000,Optimism,0.15% fee,14239220.94,23055,8107,278
2024-01-27 00:00:00.000,Polygon,0.15% fee,26069878.57,64761,20636,1406
2024-01-28 00:00:00.000,Arbitrum,0.15% fee,137238672.87,75092,19549,590
2024-01-28 00:00:00.000,Avalanche,0.15% fee,5425975.12,6320,1856,85
2024-01-28 00:00:00.000,BSC,0.15% fee,10753058.56,27012,13917,320
2024-01-28 00:00:00.000,Base,0.15% fee,5620166.4,10494,4975,129
2024-01-28 00:00:00.000,Ethereum,0.15% fee,534797653.71,144263,53960,5467
2024-01-28 00:00:00.000,Optimism,0.15% fee,20846235.09,30159,9995,287
2024-01-28 00:00:00.000,Polygon,0.15% fee,39125542.6,84030,22124,1481
2024-01-29 00:00:00.000,Arbitrum,0.15% fee,153355368.99,78063,20764,588
2024-01-29 00:00:00.000,Avalanche,0.15% fee,5307133.37,5357,1879,83
2024-01-29 00:00:00.000,BSC,0.15% fee,9171889.32,28509,14326,338
2024-01-29 00:00:00.000,Base,0.15% fee,6965098.35,12039,5451,134
2024-01-29 00:00:00.000,Ethereum,0.15% fee,900632384.67,152894,57809,5476
2024-01-29 00:00:00.000,Optimism,0.15% fee,24083499.56,32290,10591,313
2024-01-29 00:00:00.000,Polygon,0.15% fee,43530472.21,84729,24680,1391
2024-01-30 00:00:00.000,Arbitrum,0.15% fee,215690530.9,92454,20235,612
2024-01-30 00:00:00.000,Avalanche,0.15% fee,5973958.93,5184,1812,85
2024-01-30 00:00:00.000,BSC,0.15% fee,15675765.22,31759,15608,347
2024-01-30 00:00:00.000,Base,0.15% fee,10427620.85,13553,5873,135
2024-01-30 00:00:00.000,Ethereum,0.15% fee,900394802.75,196902,64839,5284
2024-01-30 00:00:00.000,Optimism,0.15% fee,32293671.01,34765,8485,283
2024-01-30 00:00:00.000,Polygon,0.15% fee,47056567.8,90580,24986,1376
2024-01-31 00:00:00.000,Arbitrum,0.15% fee,219714274.9,99185,22210,627
2024-01-31 00:00:00.000,Avalanche,0.15% fee,5922810.84,5120,1733,82
2024-01-31 00:00:00.000,BSC,0.15% fee,13884874.83,34044,15567,350
2024-01-31 00:00:00.000,Base,0.15% fee,10163190.19,13306,5814,126
2024-01-31 00:00:00.000,Ethereum,0.15% fee,1050843999.24,187561,66689,5111
2024-01-31 00:00:00.000,Optimism,0.15% fee,39856796.17,34597,8144,282
2024-01-31 00:00:00.000,Polygon,0.15% fee,75343651.86,114627,25880,1378
2024-02-01 00:00:00.000,Arbitrum,0.15% fee,166669251.57,74952,18281,620
2024-02-01 00:00:00.000,Avalanche,0.15% fee,5267341.61,4222,1580,78
2024-02-01 00:00:00.000,BSC,0.15% fee,12046625.44,29433,14707,344
2024-02-01 00:00:00.000,Base,0.15% fee,7697668.17,15937,7231,134
2024-02-01 00:00:00.000,Ethereum,0.15% fee,827806634.01,159906,58679,4973
2024-02-01 00:00:00.000,Optimism,0.15% fee,26376258.18,28904,7123,312
2024-02-01 00:00:00.000,Polygon,0.15% fee,52707836.62,96522,24371,1416
2024-02-02 00:00:00.000,Arbitrum,0.15% fee,124375309.85,65955,20473,659
2024-02-02 00:00:00.000,Avalanche,0.15% fee,6487598.78,6709,1857,86
2024-02-02 00:00:00.000,BSC,0.15% fee,3332688,27255,14586,334
2024-02-02 00:00:00.000,Base,0.15% fee,7402281.14,19294,9374,139
2024-02-02 00:00:00.000,Ethereum,0.15% fee,713720946.86,167704,61518,5049
2024-02-02 00:00:00.000,Optimism,0.15% fee,20880930.02,27414,7521,293
2024-02-02 00:00:00.000,Polygon,0.15% fee,39995031.96,79763,21976,1284
2024-02-03 00:00:00.000,Arbitrum,0.15% fee,72885615.43,56434,20684,649
2024-02-03 00:00:00.000,Avalanche,0.15% fee,3744977.09,4179,1487,71
2024-02-03 00:00:00.000,BSC,0.15% fee,2206172.74,24434,13836,313
2024-02-03 00:00:00.000,Base,0.15% fee,8077108.13,30733,12311,157
2024-02-03 00:00:00.000,Ethereum,0.15% fee,419083323.69,171309,60847,5091
2024-02-03 00:00:00.000,Optimism,0.15% fee,16827247.49,22612,7609,273
2024-02-03 00:00:00.000,Polygon,0.15% fee,22004859.1,62453,20755,1259
2024-02-04 00:00:00.000,Arbitrum,0.15% fee,90667953.98,60619,19337,612
2024-02-04 00:00:00.000,Avalanche,0.15% fee,3515773.69,3680,1469,74
2024-02-04 00:00:00.000,BSC,0.15% fee,4743451.13,29984,13610,330
2024-02-04 00:00:00.000,Base,0.15% fee,18201473.04,47491,16866,196
2024-02-04 00:00:00.000,Ethereum,0.15% fee,443158404.05,139896,53342,5166
2024-02-04 00:00:00.000,Optimism,0.15% fee,20606237.29,24080,7106,284
2024-02-04 00:00:00.000,Polygon,0.15% fee,26865269.76,69812,23289,1220
2024-02-05 00:00:00.000,Arbitrum,0.15% fee,121114205.04,66394,18362,609
2024-02-05 00:00:00.000,Avalanche,0.15% fee,3357399.29,4026,1510,81
2024-02-05 00:00:00.000,BSC,0.15% fee,9998378.76,33932,13393,311
2024-02-05 00:00:00.000,Base,0.15% fee,19117144.99,61001,15588,409
2024-02-05 00:00:00.000,Ethereum,0.15% fee,661894381.66,137015,55669,5094
2024-02-05 00:00:00.000,Optimism,0.15% fee,29320326.35,27995,7277,288
2024-02-05 00:00:00.000,Polygon,0.15% fee,39246793.98,87664,25325,1284
2024-02-06 00:00:00.000,Arbitrum,0.15% fee,171279942.24,77867,18280,606
2024-02-06 00:00:00.000,Avalanche,0.15% fee,3799927.22,3854,1542,80
2024-02-06 00:00:00.000,BSC,0.15% fee,21464285.91,33484,14034,345
2024-02-06 00:00:00.000,Base,0.15% fee,12750551.72,33764,12686,350
2024-02-06 00:00:00.000,Ethereum,0.15% fee,799871125.82,157529,56647,4593
2024-02-06 00:00:00.000,Optimism,0.15% fee,42202061.52,29577,6153,285
2024-02-06 00:00:00.000,Polygon,0.15% fee,52457987.59,93155,24723,1410
2024-02-07 00:00:00.000,Arbitrum,0.15% fee,179153223.54,71761,19169,632
2024-02-07 00:00:00.000,Avalanche,0.15% fee,6393856.33,6781,2310,99
2024-02-07 00:00:00.000,BSC,0.15% fee,31346878.6,36024,15800,338
2024-02-07 00:00:00.000,Base,0.15% fee,23271091.58,40607,12707,341
2024-02-07 00:00:00.000,Ethereum,0.15% fee,831646337.85,162120,56492,4582
2024-02-07 00:00:00.000,Optimism,0.15% fee,38178854.52,26522,6747,289
2024-02-07 00:00:00.000,Polygon,0.15% fee,55213694.29,107596,27455,1520
2024-02-08 00:00:00.000,Arbitrum,0.15% fee,191505291.91,63181,18213,605
2024-02-08 00:00:00.000,Avalanche,0.15% fee,4654152.87,4350,1738,84
2024-02-08 00:00:00.000,BSC,0.15% fee,37033363.71,35685,15720,375
2024-02-08 00:00:00.000,Base,0.15% fee,17621177.4,45689,15643,354
2024-02-08 00:00:00.000,Ethereum,0.15% fee,920092788.04,192212,58419,4189
2024-02-08 00:00:00.000,Optimism,0.15% fee,28456381.6,21535,5887,291
2024-02-08 00:00:00.000,Polygon,0.15% fee,83255733.84,100421,27373,1487
2024-02-09 00:00:00.000,Arbitrum,0.15% fee,269585488.34,68547,16211,597
2024-02-09 00:00:00.000,Avalanche,0.15% fee,8095537.83,5857,1730,80
2024-02-09 00:00:00.000,BSC,0.15% fee,41250024.42,34725,15539,351
2024-02-09 00:00:00.000,Base,0.15% fee,25338192.23,57741,26067,311
2024-02-09 00:00:00.000,Ethereum,0.15% fee,968927955.49,179481,57382,4223
2024-02-09 00:00:00.000,Optimism,0.15% fee,29940425.87,22843,5222,290
2024-02-09 00:00:00.000,Polygon,0.15% fee,72139297.59,108009,27791,1495
2024-02-10 00:00:00.000,Arbitrum,0.15% fee,133253750.91,57122,18895,612
2024-02-10 00:00:00.000,Avalanche,0.15% fee,6065633.18,6665,1927,92
2024-02-10 00:00:00.000,BSC,0.15% fee,50295745.37,32254,16125,361
2024-02-10 00:00:00.000,Base,0.15% fee,14392510.47,43030,18504,329
2024-02-10 00:00:00.000,Ethereum,0.15% fee,629127873.35,165466,61442,4855
2024-02-10 00:00:00.000,Optimism,0.15% fee,15906946.16,21704,6484,293
2024-02-10 00:00:00.000,Polygon,0.15% fee,51478086.99,86463,24671,1480
2024-02-11 00:00:00.000,Arbitrum,0.15% fee,136669005.15,61733,19546,615
2024-02-11 00:00:00.000,Avalanche,0.15% fee,5125243.12,4631,1715,91
2024-02-11 00:00:00.000,BSC,0.15% fee,25238483.07,28503,14669,339
2024-02-11 00:00:00.000,Base,0.15% fee,10706195.15,36004,16029,356
2024-02-11 00:00:00.000,Ethereum,0.15% fee,851971296.11,165337,62947,5101
2024-02-11 00:00:00.000,Optimism,0.15% fee,23187875.59,25313,7693,297
2024-02-11 00:00:00.000,Polygon,0.15% fee,57274977.14,101511,30499,1402
2024-02-12 00:00:00.000,Arbitrum,0.15% fee,266509766.51,87139,18482,629
2024-02-12 00:00:00.000,Avalanche,0.15% fee,6250611.54,5996,1689,78
2024-02-12 00:00:00.000,BSC,0.15% fee,39240014.85,36313,15200,356
2024-02-12 00:00:00.000,Base,0.15% fee,18118161.11,31656,12810,307
2024-02-12 00:00:00.000,Ethereum,0.15% fee,1070582303.07,168068,56425,4962
2024-02-12 00:00:00.000,Optimism,0.15% fee,40245460.53,31634,6680,273
2024-02-12 00:00:00.000,Polygon,0.15% fee,103112913.1,115669,27785,1437
2024-02-13 00:00:00.000,Arbitrum,0.15% fee,295563226.41,95296,20691,651
2024-02-13 00:00:00.000,Avalanche,0.15% fee,6019670.67,6231,1944,79
2024-02-13 00:00:00.000,BSC,0.15% fee,42526345.43,34698,15075,358
2024-02-13 00:00:00.000,Base,0.15% fee,18233130.14,28734,11261,292
2024-02-13 00:00:00.000,Ethereum,0.15% fee,1025407889.07,174229,65313,5326
2024-02-13 00:00:00.000,Optimism,0.15% fee,42058137.67,33966,6952,292
2024-02-13 00:00:00.000,Polygon,0.15% fee,85975645.72,114414,27491,1412
2024-02-14 00:00:00.000,Arbitrum,0.15% fee,261900121.68,87667,19043,692
2024-02-14 00:00:00.000,Avalanche,0.15% fee,5966191.93,5796,1882,86
2024-02-14 00:00:00.000,BSC,0.15% fee,37290069.99,34019,15352,367
2024-02-14 00:00:00.000,Base,0.15% fee,15368413.85,25484,10531,271
2024-02-14 00:00:00.000,Ethereum,0.15% fee,1015920673.91,172697,68005,5528
2024-02-14 00:00:00.000,Optimism,0.15% fee,37907570.78,31711,6644,270
2024-02-14 00:00:00.000,Polygon,0.15% fee,82137395.56,109298,26045,1480
2024-02-15 00:00:00.000,Arbitrum,0.15% fee,328215099,99196,19346,675
2024-02-15 00:00:00.000,Avalanche,0.15% fee,8468091.28,7032,1809,88
2024-02-15 00:00:00.000,BSC,0.15% fee,66692201.77,48624,16487,413
2024-02-15 00:00:00.000,Base,0.15% fee,15814818.99,24977,10215,258
2024-02-15 00:00:00.000,Ethereum,0.15% fee,1099223453.22,183706,68246,5240
2024-02-15 00:00:00.000,Optimism,0.15% fee,45046895.4,34264,6785,314
2024-02-15 00:00:00.000,Polygon,0.15% fee,106733005.8,121456,27688,1450
2024-02-16 00:00:00.000,Arbitrum,0.15% fee,247839021.17,85837,20426,669
2024-02-16 00:00:00.000,Avalanche,0.15% fee,4595556.92,4588,1589,80
2024-02-16 00:00:00.000,BSC,0.15% fee,55140914.56,43728,15936,374
2024-02-16 00:00:00.000,Base,0.15% fee,17811533.31,27134,10866,277
2024-02-16 00:00:00.000,Ethereum,0.15% fee,901421989.01,187552,71626,5442
2024-02-16 00:00:00.000,Optimism,0.15% fee,39823742.57,34065,7785,303
2024-02-16 00:00:00.000,Polygon,0.15% fee,112379617.41,132101,28084,1565
2024-02-17 00:00:00.000,Arbitrum,0.15% fee,152010964.39,70719,21495,618
2024-02-17 00:00:00.000,Avalanche,0.15% fee,3961976.52,3824,1488,83
2024-02-17 00:00:00.000,BSC,0.15% fee,47133253.61,36243,14056,352
2024-02-17 00:00:00.000,Base,0.15% fee,12886384.09,23846,11065,237
2024-02-17 00:00:00.000,Ethereum,0.15% fee,710811125.79,172524,66792,5382
2024-02-17 00:00:00.000,Optimism,0.15% fee,28776107.65,30407,8161,296
2024-02-17 00:00:00.000,Polygon,0.15% fee,73979963.94,108712,25461,1448
2024-02-18 00:00:00.000,Arbitrum,0.15% fee,197945609.44,77112,23193,626
2024-02-18 00:00:00.000,Avalanche,0.15% fee,3957080.93,3763,1426,77
2024-02-18 00:00:00.000,BSC,0.15% fee,43726204.02,34986,14384,346
2024-02-18 00:00:00.000,Base,0.15% fee,14356389.57,27875,12242,249
2024-02-18 00:00:00.000,Ethereum,0.15% fee,834262228.23,196237,71871,5492
2024-02-18 00:00:00.000,Optimism,0.15% fee,38406644.25,36224,8744,311
2024-02-18 00:00:00.000,Polygon,0.15% fee,77781761.11,115958,26391,1498
2024-02-19 00:00:00.000,Arbitrum,0.15% fee,279168870.52,85731,20593,656
2024-02-19 00:00:00.000,Avalanche,0.15% fee,5903881.56,4674,1613,79
2024-02-19 00:00:00.000,BSC,0.15% fee,43765423.9,42233,17710,382
2024-02-19 00:00:00.000,Base,0.15% fee,18524249.31,26288,10962,256
2024-02-19 00:00:00.000,Ethereum,0.15% fee,1135100773.82,199479,72851,5175
2024-02-19 00:00:00.000,Optimism,0.15% fee,53740994.21,41666,8457,307
2024-02-19 00:00:00.000,Polygon,0.15% fee,104254096.17,127425,27605,1481
2024-02-20 00:00:00.000,Arbitrum,0.15% fee,450833244.84,111318,19846,649
2024-02-20 00:00:00.000,Avalanche,0.15% fee,7486862.27,6091,1739,81
2024-02-20 00:00:00.000,BSC,0.15% fee,49482895.04,47632,17004,362
2024-02-20 00:00:00.000,Base,0.15% fee,24822041.87,26370,9875,264
2024-02-20 00:00:00.000,Ethereum,0.15% fee,1347961617.31,179247,67331,5167
2024-02-20 00:00:00.000,Optimism,0.15% fee,90208356.02,53460,8607,299
2024-02-20 00:00:00.000,Polygon,0.15% fee,154443326.17,139506,26889,1491
2024-02-21 00:00:00.000,Arbitrum,0.15% fee,410753813.4,103463,20623,632
2024-02-21 00:00:00.000,Avalanche,0.15% fee,4362696.1,5249,1722,89
2024-02-21 00:00:00.000,BSC,0.15% fee,77801239.46,53235,17990,413
2024-02-21 00:00:00.000,Base,0.15% fee,22034394.22,25350,9599,256
2024-02-21 00:00:00.000,Ethereum,0.15% fee,1291597438.86,171061,65397,4907
2024-02-21 00:00:00.000,Optimism,0.15% fee,56700258.7,44566,8774,308
2024-02-21 00:00:00.000,Polygon,0.15% fee,130302813.6,134645,28333,1486
2024-02-22 00:00:00.000,Arbitrum,0.15% fee,383864639.68,98588,19455,629
2024-02-22 00:00:00.000,Avalanche,0.15% fee,4583842.09,5175,1778,90
2024-02-22 00:00:00.000,BSC,0.15% fee,59846982.13,50183,17436,403
2024-02-22 00:00:00.000,Base,0.15% fee,21855880.42,20531,8222,232
2024-02-22 00:00:00.000,Ethereum,0.15% fee,1266435425.18,165911,62738,4622
2024-02-22 00:00:00.000,Optimism,0.15% fee,51079978.96,44639,8334,292
2024-02-22 00:00:00.000,Polygon,0.15% fee,161649391.22,150166,31388,1494
2024-02-23 00:00:00.000,Arbitrum,0.15% fee,274594604.19,85355,18287,631
2024-02-23 00:00:00.000,Avalanche,0.15% fee,5289290.68,4064,1328,83
2024-02-23 00:00:00.000,BSC,0.15% fee,51988408.87,44404,16742,401
2024-02-23 00:00:00.000,Base,0.15% fee,14508264.3,17731,7765,245
2024-02-23 00:00:00.000,Ethereum,0.15% fee,1070290226.06,165927,63687,4935
2024-02-23 00:00:00.000,Optimism,0.15% fee,38913469.1,39496,7659,304
2024-02-23 00:00:00.000,Polygon,0.15% fee,148446518.38,146322,28580,1480
2024-02-24 00:00:00.000,Arbitrum,0.15% fee,165423806.69,68417,20133,642
2024-02-24 00:00:00.000,Avalanche,0.15% fee,2703376.9,2691,1036,75
2024-02-24 00:00:00.000,BSC,0.15% fee,34457222.27,36976,16115,380
2024-02-24 00:00:00.000,Base,0.15% fee,10377882.62,20643,10016,230
2024-02-24 00:00:00.000,Ethereum,0.15% fee,862630819.12,170884,66276,5290
2024-02-24 00:00:00.000,Optimism,0.15% fee,31547157.02,34734,8766,295
2024-02-24 00:00:00.000,Polygon,0.15% fee,76194483.54,116491,26629,1502
2024-02-25 00:00:00.000,Arbitrum,0.15% fee,235330085.4,81654,21524,645
2024-02-25 00:00:00.000,Avalanche,0.15% fee,4586579.97,4595,1666,95
2024-02-25 00:00:00.000,BSC,0.15% fee,47823938.81,41403,17150,405
2024-02-25 00:00:00.000,Base,0.15% fee,15823255.15,24532,11139,242
