DATE,CHAIN,PERIOD,VOLUME_USD,SWAPS,UNIQUE_SWAPPERS,ACTIVE_POOLS
2023-09-20 00:00:00.000,Optimism,no fee,14699633.46,37129,9899,226
2023-09-20 00:00:00.000,Polygon,no fee,30468781.57,47541,12864,871
2023-09-21 00:00:00.000,Arbitrum,no fee,76860035.31,47868,13358,500
2023-09-21 00:00:00.000,Avalanche,no fee,385145.59,1741,871,42
2023-09-21 00:00:00.000,BSC,no fee,2660347.28,11623,6364,214
2023-09-21 00:00:00.000,Base,no fee,5140116.28,7286,2784,74
2023-09-21 00:00:00.000,Ethereum,no fee,435834246.03,166472,46120,5099
2023-09-21 00:00:00.000,Optimism,no fee,15390849.85,35560,9241,236
2023-09-21 00:00:00.000,Polygon,no fee,25802050.74,43180,12699,943
2023-09-22 00:00:00.000,Arbitrum,no fee,45811560.24,35293,12177,477
2023-09-22 00:00:00.000,Avalanche,no fee,253606.18,1426,905,39
2023-09-22 00:00:00.000,BSC,no fee,1683537.37,11189,6589,189
2023-09-22 00:00:00.000,Base,no fee,4870154.96,11408,4973,75
2023-09-22 00:00:00.000,Ethereum,no fee,291959466.04,168491,46283,5188
2023-09-22 00:00:00.000,Optimism,no fee,9822572.03,32218,9887,254
2023-09-22 00:00:00.000,Polygon,no fee,16294926.49,37554,12265,853
2023-09-23 00:00:00.000,Arbitrum,no fee,23879070.8,27703,11510,456
2023-09-23 00:00:00.000,Avalanche,no fee,250997.85,1379,828,40
2023-09-23 00:00:00.000,BSC,no fee,604784.19,10004,5769,182
2023-09-23 00:00:00.000,Base,no fee,2791467.37,8425,4336,70
2023-09-23 00:00:00.000,Ethereum,no fee,263439199.66,142850,40874,4998
2023-09-23 00:00:00.000,Optimism,no fee,6643990.02,29369,10915,239
2023-09-23 00:00:00.000,Polygon,no fee,9814120.9,30496,11478,830
2023-09-24 00:00:00.000,Arbitrum,no fee,44238097.86,33853,13179,432
2023-09-24 00:00:00.000,Avalanche,no fee,312707.36,1541,837,39
2023-09-24 00:00:00.000,BSC,no fee,1123013.32,10795,6014,176
2023-09-24 00:00:00.000,Base,no fee,4960454.54,9910,4531,69
2023-09-24 00:00:00.000,Ethereum,no fee,235710722.23,152172,41275,5088
2023-09-24 00:00:00.000,Optimism,no fee,7789933.7,28421,8923,224
2023-09-24 00:00:00.000,Polygon,no fee,15468268.28,35304,11750,858
2023-09-25 00:00:00.000,Arbitrum,no fee,58653429.97,37789,12339,464
2023-09-25 00:00:00.000,Avalanche,no fee,399398.04,1939,848,42
2023-09-25 00:00:00.000,BSC,no fee,1704010.61,11678,6305,199
2023-09-25 00:00:00.000,Base,no fee,6702331.99,8874,3621,77
2023-09-25 00:00:00.000,Ethereum,no fee,462720449.17,185471,46487,4935
2023-09-25 00:00:00.000,Optimism,no fee,12369605.22,27035,8046,229
2023-09-25 00:00:00.000,Polygon,no fee,21651985.85,40395,12837,914
2023-09-26 00:00:00.000,Arbitrum,no fee,48635349.83,33800,12420,457
2023-09-26 00:00:00.000,Avalanche,no fee,510855.01,1452,764,43
2023-09-26 00:00:00.000,BSC,no fee,1782116,11517,6405,202
2023-09-26 00:00:00.000,Base,no fee,3530664.5,6499,3272,73
2023-09-26 00:00:00.000,Ethereum,no fee,300776543.65,178828,46965,4795
2023-09-26 00:00:00.000,Optimism,no fee,10865090.36,34283,8690,227
2023-09-26 00:00:00.000,Polygon,no fee,17021364.52,39790,12097,944
2023-09-27 00:00:00.000,Arbitrum,no fee,79377982.06,45276,14442,478
2023-09-27 00:00:00.000,Avalanche,no fee,471632.36,1588,790,40
2023-09-27 00:00:00.000,BSC,no fee,1732659.9,12394,6169,206
2023-09-27 00:00:00.000,Base,no fee,5866753.53,9551,3966,80
2023-09-27 00:00:00.000,Ethereum,no fee,423948373.42,168578,46093,5008
2023-09-27 00:00:00.000,Optimism,no fee,15181721.01,34355,8560,227
2023-09-27 00:00:00.000,Polygon,no fee,26880059.57,49606,12310,1011
2023-09-28 00:00:00.000,Arbitrum,no fee,112903814.58,62268,15353,514
2023-09-28 00:00:00.000,Avalanche,no fee,531259.37,1525,739,43
2023-09-28 00:00:00.000,BSC,no fee,2627568.93,16458,6068,203
2023-09-28 00:00:00.000,Base,no fee,7075736.75,11223,4474,79
2023-09-28 00:00:00.000,Ethereum,no fee,574659667.51,171308,47507,5148
2023-09-28 00:00:00.000,Optimism,no fee,18724667.48,37014,8569,235
2023-09-28 00:00:00.000,Polygon,no fee,33117248.94,50692,11786,941
2023-09-29 00:00:00.000,Arbitrum,no fee,107653519.75,58693,14984,511
2023-09-29 00:00:00.000,Avalanche,no fee,319603.99,1604,842,47
2023-09-29 00:00:00.000,BSC,no fee,2071948.19,15833,6037,206
2023-09-29 00:00:00.000,Base,no fee,5265411.98,12152,5902,88
2023-09-29 00:00:00.000,Ethereum,no fee,469968273.48,173365,48572,5171
2023-09-29 00:00:00.000,Optimism,no fee,12847763.17,30287,8091,236
2023-09-29 00:00:00.000,Polygon,no fee,26722972.42,44630,12020,972
2023-09-30 00:00:00.000,Arbitrum,no fee,63024294.22,44907,16264,505
2023-09-30 00:00:00.000,Avalanche,no fee,246124.55,1222,705,36
2023-09-30 00:00:00.000,BSC,no fee,1057373.61,12233,6047,182
2023-09-30 00:00:00.000,Base,no fee,3010943,9608,5308,72
2023-09-30 00:00:00.000,Ethereum,no fee,301498085.26,173578,44641,5097
2023-09-30 00:00:00.000,Optimism,no fee,11554068.17,55887,36151,234
2023-09-30 00:00:00.000,Polygon,no fee,18508657.78,36830,11104,923
2023-10-01 00:00:00.000,Arbitrum,no fee,117908180.75,56936,14999,537
2023-10-01 00:00:00.000,Avalanche,no fee,473386.76,1837,715,44
2023-10-01 00:00:00.000,BSC,no fee,2499338.8,12779,6200,201
2023-10-01 00:00:00.000,Base,no fee,4740643.83,11294,5081,82
2023-10-01 00:00:00.000,Ethereum,no fee,407484847.89,168662,46088,5253
2023-10-01 00:00:00.000,Optimism,no fee,15211794.03,31942,7630,240
2023-10-01 00:00:00.000,Polygon,no fee,38697544.95,55576,11629,1046
2023-10-02 00:00:00.000,Arbitrum,no fee,177570688.67,70603,14113,520
2023-10-02 00:00:00.000,Avalanche,no fee,464059.39,1649,742,43
2023-10-02 00:00:00.000,BSC,no fee,4639943.37,16399,7199,206
2023-10-02 00:00:00.000,Base,no fee,9492532.21,12394,4642,89
2023-10-02 00:00:00.000,Ethereum,no fee,808431041.03,210852,52522,5195
2023-10-02 00:00:00.000,Optimism,no fee,26340257.28,38786,7935,235
2023-10-02 00:00:00.000,Polygon,no fee,46101287.29,58220,13151,979
2023-10-03 00:00:00.000,Arbitrum,no fee,84832417.48,53727,15528,524
2023-10-03 00:00:00.000,Avalanche,no fee,303951.23,1448,705,39
2023-10-03 00:00:00.000,BSC,no fee,2113902.5,19345,10506,205
2023-10-03 00:00:00.000,Base,no fee,5570533.78,10531,4225,89
2023-10-03 00:00:00.000,Ethereum,no fee,395759004.03,190332,51108,5368
2023-10-03 00:00:00.000,Optimism,no fee,12058648.53,30802,7197,240
2023-10-03 00:00:00.000,Polygon,no fee,46884547.59,58353,11827,986
2023-10-04 00:00:00.000,Arbitrum,no fee,99264156.46,57625,15232,519
2023-10-04 00:00:00.000,Avalanche,no fee,1895535.79,4745,994,44
2023-10-04 00:00:00.000,BSC,no fee,2678200.71,17056,7813,211
2023-10-04 00:00:00.000,Base,no fee,5700838.9,10352,4010,81
2023-10-04 00:00:00.000,Ethereum,no fee,431951779.88,171111,48435,5428
2023-10-04 00:00:00.000,Optimism,no fee,13525652.96,32986,7091,235
2023-10-04 00:00:00.000,Polygon,no fee,55119042.63,68073,12282,997
2023-10-05 00:00:00.000,Arbitrum,no fee,83724555.68,51076,15753,516
2023-10-05 00:00:00.000,Avalanche,no fee,2186831,4249,933,42
2023-10-05 00:00:00.000,BSC,no fee,2072549.29,14821,6462,210
2023-10-05 00:00:00.000,Base,no fee,5943369.96,10539,4091,79
2023-10-05 00:00:00.000,Ethereum,no fee,417272927.13,157656,45677,5334
2023-10-05 00:00:00.000,Optimism,no fee,12644470.75,30133,7262,234
2023-10-05 00:00:00.000,Polygon,no fee,34029861.9,49407,11092,969
2023-10-06 00:00:00.000,Arbitrum,no fee,91128844.98,49507,14760,503
2023-10-06 00:00:00.000,Avalanche,no fee,2705741.82,4793,1078,46
2023-10-06 00:00:00.000,BSC,no fee,2894854.69,13048,5831,241
2023-10-06 00:00:00.000,Base,no fee,5579465.83,8724,3613,75
2023-10-06 00:00:00.000,Ethereum,no fee,455136855.23,169398,47008,5232
2023-10-06 00:00:00.000,Optimism,no fee,12946754.81,29078,7449,237
2023-10-06 00:00:00.000,Polygon,no fee,34662902.2,47945,13957,888
2023-10-07 00:00:00.000,Arbitrum,no fee,31929262.49,32846,13807,477
2023-10-07 00:00:00.000,Avalanche,no fee,4631746.06,7816,1174,45
2023-10-07 00:00:00.000,BSC,no fee,1114980.87,17088,8224,183
2023-10-07 00:00:00.000,Base,no fee,2913932.58,8850,4289,68
2023-10-07 00:00:00.000,Ethereum,no fee,213223790.36,161465,45167,5156
2023-10-07 00:00:00.000,Optimism,no fee,5025764.88,22404,7600,235
2023-10-07 00:00:00.000,Polygon,no fee,20277936.1,38686,12339,894
2023-10-08 00:00:00.000,Arbitrum,no fee,56586614.02,37677,12483,480
2023-10-08 00:00:00.000,Avalanche,no fee,1071285.52,2694,846,46
2023-10-08 00:00:00.000,BSC,no fee,1336260.89,14528,6415,199
2023-10-08 00:00:00.000,Base,no fee,5215922.62,10477,4678,67
2023-10-08 00:00:00.000,Ethereum,no fee,394399283.29,157998,40910,5751
2023-10-08 00:00:00.000,Optimism,no fee,7858152.43,20472,6740,236
2023-10-08 00:00:00.000,Polygon,no fee,20377648.41,38575,11679,874
2023-10-09 00:00:00.000,Arbitrum,no fee,108223373.39,56950,13959,498
2023-10-09 00:00:00.000,Avalanche,no fee,459368.3,1833,768,49
2023-10-09 00:00:00.000,BSC,no fee,2536025.47,15734,5868,233
2023-10-09 00:00:00.000,Base,no fee,7526200.27,13422,4762,72
2023-10-09 00:00:00.000,Ethereum,no fee,527887800.84,178672,46533,5148
2023-10-09 00:00:00.000,Optimism,no fee,16372535.96,27698,6964,248
2023-10-09 00:00:00.000,Polygon,no fee,34297544.75,50712,12160,1004
2023-10-10 00:00:00.000,Arbitrum,no fee,81938450.24,44981,13178,485
2023-10-10 00:00:00.000,Avalanche,no fee,379236.41,1588,725,37
2023-10-10 00:00:00.000,BSC,no fee,3606351.42,15122,5878,213
2023-10-10 00:00:00.000,Base,no fee,5792280.59,11795,4543,79
2023-10-10 00:00:00.000,Ethereum,no fee,381439373.11,167359,45365,5128
2023-10-10 00:00:00.000,Optimism,no fee,13644385.7,24450,6455,234
2023-10-10 00:00:00.000,Polygon,no fee,27843900.31,47921,14141,946
2023-10-11 00:00:00.000,Arbitrum,no fee,96792053.3,47495,12508,493
2023-10-11 00:00:00.000,Avalanche,no fee,422706.06,1506,749,39
2023-10-11 00:00:00.000,BSC,no fee,2771678.86,15147,5792,204
2023-10-11 00:00:00.000,Base,no fee,4923230.18,10691,4451,72
2023-10-11 00:00:00.000,Ethereum,no fee,465232242.99,171093,46033,4945
2023-10-11 00:00:00.000,Optimism,no fee,14663951.24,29991,8555,252
2023-10-11 00:00:00.000,Polygon,no fee,35645766.76,47974,12984,911
2023-10-12 00:00:00.000,Arbitrum,no fee,109138187.35,47465,12716,505
2023-10-12 00:00:00.000,Avalanche,no fee,489197.03,1733,813,47
2023-10-12 00:00:00.000,BSC,no fee,2405913.32,15125,5838,264
2023-10-12 00:00:00.000,Base,no fee,4020403.71,10065,4378,75
2023-10-12 00:00:00.000,Ethereum,no fee,435519290.68,177125,48796,5004
2023-10-12 00:00:00.000,Optimism,no fee,13207761.33,30426,7926,239
2023-10-12 00:00:00.000,Polygon,no fee,27117655.22,45444,12276,935
2023-10-13 00:00:00.000,Arbitrum,no fee,95877983.13,42063,11594,468
2023-10-13 00:00:00.000,Avalanche,no fee,273033.14,1210,641,36
2023-10-13 00:00:00.000,BSC,no fee,1900289.88,12148,5282,231
2023-10-13 00:00:00.000,Base,no fee,4111328.69,9308,4120,72
2023-10-13 00:00:00.000,Ethereum,no fee,345071273.34,180637,46942,5314
2023-10-13 00:00:00.000,Optimism,no fee,12141252.57,22138,6339,229
2023-10-13 00:00:00.000,Polygon,no fee,23647304.66,40300,11407,902
2023-10-14 00:00:00.000,Arbitrum,no fee,28701324.69,24998,11118,447
2023-10-14 00:00:00.000,Avalanche,no fee,160915.34,860,547,39
2023-10-14 00:00:00.000,BSC,no fee,1038533.33,11067,5121,221
2023-10-14 00:00:00.000,Base,no fee,1863188.98,9528,4700,69
2023-10-14 00:00:00.000,Ethereum,no fee,194384293.11,157001,43106,5158
2023-10-14 00:00:00.000,Optimism,no fee,4672973.5,16175,6260,214
2023-10-14 00:00:00.000,Polygon,no fee,10145878.84,30294,10617,838
2023-10-15 00:00:00.000,Arbitrum,no fee,44881057.37,30051,11013,473
2023-10-15 00:00:00.000,Avalanche,no fee,206201.46,1059,634,37
2023-10-15 00:00:00.000,BSC,no fee,2043968.67,12624,5329,227
2023-10-15 00:00:00.000,Base,no fee,2801825.95,10987,4989,69
2023-10-15 00:00:00.000,Ethereum,no fee,256461407.84,172089,43709,5160
2023-10-15 00:00:00.000,Optimism,no fee,6665479.54,17702,6266,238
2023-10-15 00:00:00.000,Polygon,no fee,13470691.38,36042,13094,882
2023-10-16 00:00:00.000,Arbitrum,no fee,204608168.79,59924,11812,507
2023-10-16 00:00:00.000,Avalanche,no fee,772760.14,2096,728,45
2023-10-16 00:00:00.000,BSC,no fee,8361968.19,17165,6170,288
2023-10-16 00:00:00.000,Base,no fee,10979802.22,13046,4444,73
2023-10-16 00:00:00.000,Ethereum,no fee,841752070.79,193259,48961,5201
2023-10-16 00:00:00.000,Optimism,no fee,24236603.45,26733,6325,236
2023-10-16 00:00:00.000,Polygon,no fee,53540670.54,64703,15970,989
2023-10-17 00:00:00.000,Arbitrum,0.15% fee,81561651.88,40349,12039,510
2023-10-17 00:00:00.000,Avalanche,0.15% fee,307511.47,1406,746,46
2023-10-17 00:00:00.000,BSC,0.15% fee,3404200.32,13632,5849,226
2023-10-17 00:00:00.000,Base,0.15% fee,5068048.58,13406,5564,86
2023-10-17 00:00:00.000,Ethereum,0.15% fee,453470109.9,177860,49708,5294
2023-10-17 00:00:00.000,Optimism,0.15% fee,11705179.05,27332,11719,245
2023-10-17 00:00:00.000,Polygon,0.15% fee,23540558.7,52114,14918,969
2023-10-18 00:00:00.000,Arbitrum,0.15% fee,81445740.26,39325,12501,477
2023-10-18 00:00:00.000,Avalanche,0.15% fee,352438.07,1477,757,51
2023-10-18 00:00:00.000,BSC,0.15% fee,2467797.04,13731,5920,214
2023-10-18 00:00:00.000,Base,0.15% fee,4640382,12504,5483,73
2023-10-18 00:00:00.000,Ethereum,0.15% fee,530497340.17,183170,48828,5225
2023-10-18 00:00:00.000,Optimism,0.15% fee,11803556.67,21958,6671,231
2023-10-18 00:00:00.000,Polygon,0.15% fee,26699706.56,53315,13118,969
2023-10-19 00:00:00.000,Arbitrum,0.15% fee,80389510.8,39969,12515,485
2023-10-19 00:00:00.000,Avalanche,0.15% fee,382364.05,1416,636,41
2023-10-19 00:00:00.000,BSC,0.15% fee,1674577.77,13996,5621,233
2023-10-19 00:00:00.000,Base,0.15% fee,4756151.3,11835,5528,69
2023-10-19 00:00:00.000,Ethereum,0.15% fee,394938312.64,197445,51710,5119
2023-10-19 00:00:00.000,Optimism,0.15% fee,10533458.3,22548,7034,237
2023-10-19 00:00:00.000,Polygon,0.15% fee,28607095.43,59979,13328,924
2023-10-20 00:00:00.000,Arbitrum,0.15% fee,151755320.47,53224,12214,522
2023-10-20 00:00:00.000,Avalanche,0.15% fee,391332.82,1523,677,42
2023-10-20 00:00:00.000,BSC,0.15% fee,2526560.06,12757,5367,241
2023-10-20 00:00:00.000,Base,0.15% fee,6664183.09,12185,5279,69
2023-10-20 00:00:00.000,Ethereum,0.15% fee,659342866.2,212210,53412,5045
2023-10-20 00:00:00.000,Optimism,0.15% fee,19418974.53,29161,7389,245
2023-10-20 00:00:00.000,Polygon,0.15% fee,37992863.73,74140,14041,976
2023-10-21 00:00:00.000,Arbitrum,0.15% fee,97038214.62,47169,11784,517
2023-10-21 00:00:00.000,Avalanche,0.15% fee,607726.32,2004,612,41
2023-10-21 00:00:00.000,BSC,0.15% fee,1447385.86,11911,4750,246
2023-10-21 00:00:00.000,Base,0.15% fee,4022632.47,11429,5582,78
2023-10-21 00:00:00.000,Ethereum,0.15% fee,450743413.52,175695,47991,5167
2023-10-21 00:00:00.000,Optimism,0.15% fee,14538788.13,27636,8086,238
2023-10-21 00:00:00.000,Polygon,0.15% fee,38813596.93,69866,14014,1037
2023-10-22 00:00:00.000,Arbitrum,0.15% fee,133791168.31,56493,12056,507
2023-10-22 00:00:00.000,Avalanche,0.15% fee,1031150.59,2977,755,43
2023-10-22 00:00:00.000,BSC,0.15% fee,2427426.12,12976,4667,233
2023-10-22 00:00:00.000,Base,0.15% fee,5211062.91,12084,5471,67
2023-10-22 00:00:00.000,Ethereum,0.15% fee,503150740.22,182137,49118,5143
2023-10-22 00:00:00.000,Optimism,0.15% fee,15640654.16,29678,7177,252
2023-10-22 00:00:00.000,Polygon,0.15% fee,48027408.34,84682,13303,1043
2023-10-23 00:00:00.000,Arbitrum,0.15% fee,334063848.92,98167,15970,555
2023-10-23 00:00:00.000,Avalanche,0.15% fee,2597976.13,4987,883,46
2023-10-23 00:00:00.000,BSC,0.15% fee,7102094.03,17048,5429,263
2023-10-23 00:00:00.000,Base,0.15% fee,11393901.75,12559,4660,72
2023-10-23 00:00:00.000,Ethereum,0.15% fee,1238059615.87,203593,57635,4962
2023-10-23 00:00:00.000,Optimism,0.15% fee,43743526.59,42913,7371,251
2023-10-23 00:00:00.000,Polygon,0.15% fee,96244466.81,112889,15602,1134
2023-10-24 00:00:00.000,Arbitrum,0.15% fee,422227653.31,138394,24130,561
2023-10-24 00:00:00.000,Avalanche,0.15% fee,3870086.27,6687,998,49
2023-10-24 00:00:00.000,BSC,0.15% fee,7157229.07,20804,6066,277
2023-10-24 00:00:00.000,Base,0.15% fee,14566881.41,13219,4242,63
2023-10-24 00:00:00.000,Ethereum,0.15% fee,1522961204.4,205321,60625,5209
2023-10-24 00:00:00.000,Optimism,0.15% fee,57372808.41,51529,6657,269
2023-10-24 00:00:00.000,Polygon,0.15% fee,102049289.47,112849,16972,1115
2023-10-25 00:00:00.000,Arbitrum,0.15% fee,236940455.29,105032,26458,527
2023-10-25 00:00:00.000,Avalanche,0.15% fee,2782549.14,5166,815,39
2023-10-25 00:00:00.000,BSC,0.15% fee,2902112.7,19035,5516,242
2023-10-25 00:00:00.000,Base,0.15% fee,8130411.73,12963,5568,68
2023-10-25 00:00:00.000,Ethereum,0.15% fee,928327117.15,202172,59576,4971
2023-10-25 00:00:00.000,Optimism,0.15% fee,25814376.8,34613,6578,229
2023-10-25 00:00:00.000,Polygon,0.15% fee,63594274.34,94066,15025,988
2023-10-26 00:00:00.000,Arbitrum,0.15% fee,323271475.39,129495,25263,534
2023-10-26 00:00:00.000,Avalanche,0.15% fee,4159128.67,6476,922,48
2023-10-26 00:00:00.000,BSC,0.15% fee,4617293.6,17198,6085,239
2023-10-26 00:00:00.000,Base,0.15% fee,11836489.29,12204,5016,73
2023-10-26 00:00:00.000,Ethereum,0.15% fee,1005215574.62,212049,59029,4912
2023-10-26 00:00:00.000,Optimism,0.15% fee,46331031.89,38279,6429,260
2023-10-26 00:00:00.000,Polygon,0.15% fee,65830124.61,90016,14751,1028
2023-10-27 00:00:00.000,Arbitrum,0.15% fee,185600823.85,100138,31577,519
2023-10-27 00:00:00.000,Avalanche,0.15% fee,2383112.43,4347,864,46
2023-10-27 00:00:00.000,BSC,0.15% fee,7996411.16,19627,5927,234
2023-10-27 00:00:00.000,Base,0.15% fee,6363286.42,9993,4560,69
2023-10-27 00:00:00.000,Ethereum,0.15% fee,653116954.57,219904,60133,5020
2023-10-27 00:00:00.000,Optimism,0.15% fee,19655161.27,25607,6013,237
2023-10-27 00:00:00.000,Polygon,0.15% fee,42245021.93,67493,12868,978
2023-10-28 00:00:00.000,Arbitrum,0.15% fee,79237520.53,59798,25991,479
2023-10-28 00:00:00.000,Avalanche,0.15% fee,1698386.97,3374,745,45
2023-10-28 00:00:00.000,BSC,0.15% fee,2378421.65,20627,5324,227
2023-10-28 00:00:00.000,Base,0.15% fee,3237934.26,10229,5379,62
2023-10-28 00:00:00.000,Ethereum,0.15% fee,349542294.12,206326,56273,5176
2023-10-28 00:00:00.000,Optimism,0.15% fee,10407920.17,18041,5591,226
2023-10-28 00:00:00.000,Polygon,0.15% fee,21527291.84,47908,11858,881
2023-10-29 00:00:00.000,Arbitrum,0.15% fee,102921141.81,49963,16150,489
2023-10-29 00:00:00.000,Avalanche,0.15% fee,2138207.35,4413,890,43
2023-10-29 00:00:00.000,BSC,0.15% fee,1437495.62,17987,5385,216
2023-10-29 00:00:00.000,Base,0.15% fee,3147527.39,8836,4620,67
2023-10-29 00:00:00.000,Ethereum,0.15% fee,365178987.88,202519,55724,5109
2023-10-29 00:00:00.000,Optimism,0.15% fee,9777352.41,18550,5779,222
2023-10-29 00:00:00.000,Polygon,0.15% fee,26206409.22,55735,11808,959
2023-10-30 00:00:00.000,Arbitrum,0.15% fee,177200602.97,64277,13703,516
2023-10-30 00:00:00.000,Avalanche,0.15% fee,2394485.18,4363,921,50
2023-10-30 00:00:00.000,BSC,0.15% fee,2380354.33,18027,5594,224
2023-10-30 00:00:00.000,Base,0.15% fee,6389626.63,8987,4257,58
2023-10-30 00:00:00.000,Ethereum,0.15% fee,710857992.45,215748,59315,4773
2023-10-30 00:00:00.000,Optimism,0.15% fee,19577768.03,23847,5524,229
2023-10-30 00:00:00.000,Polygon,0.15% fee,42348074.29,72690,15230,945
2023-10-31 00:00:00.000,Arbitrum,0.15% fee,182385480.01,80406,18907,532
2023-10-31 00:00:00.000,Avalanche,0.15% fee,2756259.57,4924,860,42
2023-10-31 00:00:00.000,BSC,0.15% fee,2064099.16,16564,5939,249
2023-10-31 00:00:00.000,Base,0.15% fee,6799950.49,8772,4133,58
2023-10-31 00:00:00.000,Ethereum,0.15% fee,705327617.72,213296,60855,4971
2023-10-31 00:00:00.000,Optimism,0.15% fee,20914136.93,28207,7483,226
2023-10-31 00:00:00.000,Polygon,0.15% fee,47268904.83,94710,20197,1057
2023-11-01 00:00:00.000,Arbitrum,0.15% fee,325723785.99,107844,20591,574
2023-11-01 00:00:00.000,Avalanche,0.15% fee,4375705.71,7387,914,48
2023-11-01 00:00:00.000,BSC,0.15% fee,3996751.89,17849,6074,260
2023-11-01 00:00:00.000,Base,0.15% fee,10165490.29,10270,3964,66
2023-11-01 00:00:00.000,Ethereum,0.15% fee,883974419.07,207290,60658,4949
2023-11-01 00:00:00.000,Optimism,0.15% fee,34080741.86,33862,6250,254
2023-11-01 00:00:00.000,Polygon,0.15% fee,72215263.39,104424,19266,1151
2023-11-02 00:00:00.000,Arbitrum,0.15% fee,240707547.69,95405,21045,555
2023-11-02 00:00:00.000,Avalanche,0.15% fee,4014059.18,6964,973,46
2023-11-02 00:00:00.000,BSC,0.15% fee,5111619.54,22819,6865,260
2023-11-02 00:00:00.000,Base,0.15% fee,8109024.4,9956,4685,56
2023-11-02 00:00:00.000,Ethereum,0.15% fee,920408360.77,201171,61569,4984
2023-11-02 00:00:00.000,Optimism,0.15% fee,30285781.29,30497,6115,257
2023-11-02 00:00:00.000,Polygon,0.15% fee,63981143.93,93385,14619,1107
2023-11-03 00:00:00.000,Arbitrum,0.15% fee,245604569.13,108318,21015,547
2023-11-03 00:00:00.000,Avalanche,0.15% fee,3012961.43,5842,885,41
2023-11-03 00:00:00.000,BSC,0.15% fee,4245217.73,17808,6342,263
2023-11-03 00:00:00.000,Base,0.15% fee,6765829.55,8409,3993,91
2023-11-03 00:00:00.000,Ethereum,0.15% fee,741436991.56,192528,59328,5051
2023-11-03 00:00:00.000,Optimism,0.15% fee,22678781,28099,8356,240
2023-11-03 00:00:00.000,Polygon,0.15% fee,53547704.94,79784,13349,1021
2023-11-04 00:00:00.000,Arbitrum,0.15% fee,139298630.43,87193,21822,547
2023-11-04 00:00:00.000,Avalanche,0.15% fee,1611501.84,3438,887,36
2023-11-04 00:00:00.000,BSC,0.15% fee,3808267.13,17590,6817,251
2023-11-04 00:00:00.000,Base,0.15% fee,3792945.17,8470,4598,69
2023-11-04 00:00:00.000,Ethereum,0.15% fee,439185445.92,198067,57950,5203
2023-11-04 00:00:00.000,Optimism,0.15% fee,18697079.78,26022,7840,239
2023-11-04 00:00:00.000,Polygon,0.15% fee,30782399.21,55202,13754,967
2023-11-05 00:00:00.000,Arbitrum,0.15% fee,229342209.13,85993,19348,528
2023-11-05 00:00:00.000,Avalanche,0.15% fee,2471147.6,4896,1021,48
2023-11-05 00:00:00.000,BSC,0.15% fee,5707998.46,17841,7159,273
2023-11-05 00:00:00.000,Base,0.15% fee,6916713.74,9528,4703,69
2023-11-05 00:00:00.000,Ethereum,0.15% fee,731525285.84,216764,60455,5134
2023-11-05 00:00:00.000,Optimism,0.15% fee,29361216.31,35123,9783,256
2023-11-05 00:00:00.000,Polygon,0.15% fee,50936787.58,78172,14386,1069
2023-11-06 00:00:00.000,Arbitrum,0.15% fee,221757366.11,80451,18370,545
2023-11-06 00:00:00.000,Avalanche,0.15% fee,2929524.49,5384,1015,45
2023-11-06 00:00:00.000,BSC,0.15% fee,6510599.03,21025,7693,269
2023-11-06 00:00:00.000,Base,0.15% fee,6537374.84,6439,3143,61
2023-11-06 00:00:00.000,Ethereum,0.15% fee,803053001.35,221994,62150,4723
2023-11-06 00:00:00.000,Optimism,0.15% fee,29125463.55,28681,7427,253
2023-11-06 00:00:00.000,Polygon,0.15% fee,59709156.96,90612,14904,1058
2023-11-07 00:00:00.000,Arbitrum,0.15% fee,254622508.66,103489,28624,561
2023-11-07 00:00:00.000,Avalanche,0.15% fee,2966783.32,5502,965,44
2023-11-07 00:00:00.000,BSC,0.15% fee,6047122.76,19411,7710,247
2023-11-07 00:00:00.000,Base,0.15% fee,9686761.81,8155,3498,78
2023-11-07 00:00:00.000,Ethereum,0.15% fee,792075263.97,198975,62232,4865
2023-11-07 00:00:00.000,Optimism,0.15% fee,28622051.56,32719,7834,258
2023-11-07 00:00:00.000,Polygon,0.15% fee,77558739.25,87545,14393,1052
2023-11-08 00:00:00.000,Arbitrum,0.15% fee,192341793.88,83670,31018,603
2023-11-08 00:00:00.000,Avalanche,0.15% fee,1762581.07,3654,964,42
2023-11-08 00:00:00.000,BSC,0.15% fee,6677670.4,17766,7811,252
2023-11-08 00:00:00.000,Base,0.15% fee,5778272.3,7408,3992,64
2023-11-08 00:00:00.000,Ethereum,0.15% fee,621398257.56,215030,65471,4865
2023-11-08 00:00:00.000,Optimism,0.15% fee,19622186.9,27447,8074,239
2023-11-08 00:00:00.000,Polygon,0.15% fee,79850428.44,88583,15336,1088
2023-11-09 00:00:00.000,Arbitrum,0.15% fee,535763867.58,153961,27136,608
2023-11-09 00:00:00.000,Avalanche,0.15% fee,6412089.64,9063,1188,43
2023-11-09 00:00:00.000,BSC,0.15% fee,12488205.96,29174,8420,290
2023-11-09 00:00:00.000,Base,0.15% fee,13801320.87,8790,2871,63
2023-11-09 00:00:00.000,Ethereum,0.15% fee,1936601765.54,203268,64250,4768
2023-11-09 00:00:00.000,Optimism,0.15% fee,80055656.53,50051,7781,287
2023-11-09 00:00:00.000,Polygon,0.15% fee,151680559.87,129368,17091,1153
