DATE,CHAIN,PERIOD,NEW_USERS
2023-11-05 00:00:00.000,Optimism,0.15% fee,1950
2023-11-05 00:00:00.000,Polygon,0.15% fee,3597
2023-11-06 00:00:00.000,Arbitrum,0.15% fee,2532
2023-11-06 00:00:00.000,Avalanche,0.15% fee,437
2023-11-06 00:00:00.000,BSC,0.15% fee,3358
2023-11-06 00:00:00.000,Base,0.15% fee,1469
2023-11-06 00:00:00.000,Ethereum,0.15% fee,7804
2023-11-06 00:00:00.000,Optimism,0.15% fee,1392
2023-11-06 00:00:00.000,Polygon,0.15% fee,2975
2023-11-07 00:00:00.000,Arbitrum,0.15% fee,2765
2023-11-07 00:00:00.000,Avalanche,0.15% fee,444
2023-11-07 00:00:00.000,BSC,0.15% fee,3552
2023-11-07 00:00:00.000,Base,0.15% fee,1705
2023-11-07 00:00:00.000,Ethereum,0.15% fee,7763
2023-11-07 00:00:00.000,Optimism,0.15% fee,1869
2023-11-07 00:00:00.000,Polygon,0.15% fee,3040
2023-11-08 00:00:00.000,Arbitrum,0.15% fee,3593
2023-11-08 00:00:00.000,Avalanche,0.15% fee,473
2023-11-08 00:00:00.000,BSC,0.15% fee,3482
2023-11-08 00:00:00.000,Base,0.15% fee,1683
2023-11-08 00:00:00.000,Ethereum,0.15% fee,8735
2023-11-08 00:00:00.000,Optimism,0.15% fee,1745
2023-11-08 00:00:00.000,Polygon,0.15% fee,2755
2023-11-09 00:00:00.000,Arbitrum,0.15% fee,3471
2023-11-09 00:00:00.000,Avalanche,0.15% fee,544
2023-11-09 00:00:00.000,BSC,0.15% fee,3564
2023-11-09 00:00:00.000,Base,0.15% fee,1065
2023-11-09 00:00:00.000,Ethereum,0.15% fee,8093
2023-11-09 00:00:00.000,Optimism,0.15% fee,1404
2023-11-09 00:00:00.000,Polygon,0.15% fee,3087
2023-11-10 00:00:00.000,Arbitrum,0.15% fee,3134
2023-11-10 00:00:00.000,Avalanche,0.15% fee,487
2023-11-10 00:00:00.000,BSC,0.15% fee,2302
2023-11-10 00:00:00.000,Base,0.15% fee,1022
2023-11-10 00:00:00.000,Ethereum,0.15% fee,9014
2023-11-10 00:00:00.000,Optimism,0.15% fee,1238
2023-11-10 00:00:00.000,Polygon,0.15% fee,2697
2023-11-11 00:00:00.000,Arbitrum,0.15% fee,3694
2023-11-11 00:00:00.000,Avalanche,0.15% fee,566
2023-11-11 00:00:00.000,BSC,0.15% fee,2298
2023-11-11 00:00:00.000,Base,0.15% fee,1778
2023-11-11 00:00:00.000,Ethereum,0.15% fee,7954
2023-11-11 00:00:00.000,Optimism,0.15% fee,1572
2023-11-11 00:00:00.000,Polygon,0.15% fee,2869
2023-11-12 00:00:00.000,Arbitrum,0.15% fee,2758
2023-11-12 00:00:00.000,Avalanche,0.15% fee,794
2023-11-12 00:00:00.000,BSC,0.15% fee,2399
2023-11-12 00:00:00.000,Base,0.15% fee,1863
2023-11-12 00:00:00.000,Ethereum,0.15% fee,8464
2023-11-12 00:00:00.000,Optimism,0.15% fee,1735
2023-11-12 00:00:00.000,Polygon,0.15% fee,2953
2023-11-13 00:00:00.000,Arbitrum,0.15% fee,2189
2023-11-13 00:00:00.000,Avalanche,0.15% fee,672
2023-11-13 00:00:00.000,BSC,0.15% fee,2665
2023-11-13 00:00:00.000,Base,0.15% fee,935
2023-11-13 00:00:00.000,Ethereum,0.15% fee,8118
2023-11-13 00:00:00.000,Optimism,0.15% fee,1302
2023-11-13 00:00:00.000,Polygon,0.15% fee,3789
2023-11-14 00:00:00.000,Arbitrum,0.15% fee,3788
2023-11-14 00:00:00.000,Avalanche,0.15% fee,547
2023-11-14 00:00:00.000,BSC,0.15% fee,2991
2023-11-14 00:00:00.000,Base,0.15% fee,1145
2023-11-14 00:00:00.000,Ethereum,0.15% fee,8084
2023-11-14 00:00:00.000,Optimism,0.15% fee,1331
2023-11-14 00:00:00.000,Polygon,0.15% fee,3922
2023-11-15 00:00:00.000,Arbitrum,0.15% fee,3120
2023-11-15 00:00:00.000,Avalanche,0.15% fee,663
2023-11-15 00:00:00.000,BSC,0.15% fee,3922
2023-11-15 00:00:00.000,Base,0.15% fee,1248
2023-11-15 00:00:00.000,Ethereum,0.15% fee,8990
2023-11-15 00:00:00.000,Optimism,0.15% fee,1323
2023-11-15 00:00:00.000,Polygon,0.15% fee,4207
2023-11-16 00:00:00.000,Arbitrum,0.15% fee,3164
2023-11-16 00:00:00.000,Avalanche,0.15% fee,880
2023-11-16 00:00:00.000,BSC,0.15% fee,4339
2023-11-16 00:00:00.000,Base,0.15% fee,1489
2023-11-16 00:00:00.000,Ethereum,0.15% fee,8590
2023-11-16 00:00:00.000,Optimism,0.15% fee,1188
2023-11-16 00:00:00.000,Polygon,0.15% fee,2476
2023-11-17 00:00:00.000,Arbitrum,0.15% fee,3296
2023-11-17 00:00:00.000,Avalanche,0.15% fee,1368
2023-11-17 00:00:00.000,BSC,0.15% fee,4418
2023-11-17 00:00:00.000,Base,0.15% fee,1648
2023-11-17 00:00:00.000,Ethereum,0.15% fee,7707
2023-11-17 00:00:00.000,Optimism,0.15% fee,1249
2023-11-17 00:00:00.000,Polygon,0.15% fee,4452
2023-11-18 00:00:00.000,Arbitrum,0.15% fee,3379
2023-11-18 00:00:00.000,Avalanche,0.15% fee,1370
2023-11-18 00:00:00.000,BSC,0.15% fee,4034
2023-11-18 00:00:00.000,Base,0.15% fee,1991
2023-11-18 00:00:00.000,Ethereum,0.15% fee,7497
2023-11-18 00:00:00.000,Optimism,0.15% fee,1319
2023-11-18 00:00:00.000,Polygon,0.15% fee,4562
2023-11-19 00:00:00.000,Arbitrum,0.15% fee,2490
2023-11-19 00:00:00.000,Avalanche,0.15% fee,924
2023-11-19 00:00:00.000,BSC,0.15% fee,3832
2023-11-19 00:00:00.000,Base,0.15% fee,2876
2023-11-19 00:00:00.000,Ethereum,0.15% fee,8237
2023-11-19 00:00:00.000,Optimism,0.15% fee,1247
2023-11-19 00:00:00.000,Polygon,0.15% fee,3569
2023-11-20 00:00:00.000,Arbitrum,0.15% fee,3016
2023-11-20 00:00:00.000,Avalanche,0.15% fee,843
2023-11-20 00:00:00.000,BSC,0.15% fee,4189
2023-11-20 00:00:00.000,Base,0.15% fee,1829
2023-11-20 00:00:00.000,Ethereum,0.15% fee,8370
2023-11-20 00:00:00.000,Optimism,0.15% fee,1229
2023-11-20 00:00:00.000,Polygon,0.15% fee,3671
2023-11-21 00:00:00.000,Arbitrum,0.15% fee,2496
2023-11-21 00:00:00.000,Avalanche,0.15% fee,484
2023-11-21 00:00:00.000,BSC,0.15% fee,4634
2023-11-21 00:00:00.000,Base,0.15% fee,1523
2023-11-21 00:00:00.000,Ethereum,0.15% fee,6979
2023-11-21 00:00:00.000,Optimism,0.15% fee,1293
2023-11-21 00:00:00.000,Polygon,0.15% fee,3448
2023-11-22 00:00:00.000,Arbitrum,0.15% fee,3098
2023-11-22 00:00:00.000,Avalanche,0.15% fee,324
2023-11-22 00:00:00.000,BSC,0.15% fee,4826
2023-11-22 00:00:00.000,Base,0.15% fee,1608
2023-11-22 00:00:00.000,Ethereum,0.15% fee,7985
2023-11-22 00:00:00.000,Optimism,0.15% fee,1292
2023-11-22 00:00:00.000,Polygon,0.15% fee,6597
2023-11-23 00:00:00.000,Arbitrum,0.15% fee,3215
2023-11-23 00:00:00.000,Avalanche,0.15% fee,855
2023-11-23 00:00:00.000,BSC,0.15% fee,3831
2023-11-23 00:00:00.000,Base,0.15% fee,1593
2023-11-23 00:00:00.000,Ethereum,0.15% fee,7938
2023-11-23 00:00:00.000,Optimism,0.15% fee,1441
2023-11-23 00:00:00.000,Polygon,0.15% fee,3300
2023-11-24 00:00:00.000,Arbitrum,0.15% fee,3269
2023-11-24 00:00:00.000,Avalanche,0.15% fee,1032
2023-11-24 00:00:00.000,BSC,0.15% fee,3826
2023-11-24 00:00:00.000,Base,0.15% fee,1457
2023-11-24 00:00:00.000,Ethereum,0.15% fee,8010
2023-11-24 00:00:00.000,Optimism,0.15% fee,1310
2023-11-24 00:00:00.000,Polygon,0.15% fee,2427
2023-11-25 00:00:00.000,Arbitrum,0.15% fee,3187
2023-11-25 00:00:00.000,Avalanche,0.15% fee,1761
2023-11-25 00:00:00.000,BSC,0.15% fee,3401
2023-11-25 00:00:00.000,Base,0.15% fee,1696
2023-11-25 00:00:00.000,Ethereum,0.15% fee,7828
2023-11-25 00:00:00.000,Optimism,0.15% fee,1617
2023-11-25 00:00:00.000,Polygon,0.15% fee,4319
2023-11-26 00:00:00.000,Arbitrum,0.15% fee,3020
2023-11-26 00:00:00.000,Avalanche,0.15% fee,894
2023-11-26 00:00:00.000,BSC,0.15% fee,3755
2023-11-26 00:00:00.000,Base,0.15% fee,1558
2023-11-26 00:00:00.000,Ethereum,0.15% fee,7614
2023-11-26 00:00:00.000,Optimism,0.15% fee,1719
2023-11-26 00:00:00.000,Polygon,0.15% fee,3740
2023-11-27 00:00:00.000,Arbitrum,0.15% fee,2539
2023-11-27 00:00:00.000,Avalanche,0.15% fee,1047
2023-11-27 00:00:00.000,BSC,0.15% fee,3578
2023-11-27 00:00:00.000,Base,0.15% fee,1484
2023-11-27 00:00:00.000,Ethereum,0.15% fee,8255
2023-11-27 00:00:00.000,Optimism,0.15% fee,1255
2023-11-27 00:00:00.000,Polygon,0.15% fee,3821
2023-11-28 00:00:00.000,Arbitrum,0.15% fee,2860
2023-11-28 00:00:00.000,Avalanche,0.15% fee,694
2023-11-28 00:00:00.000,BSC,0.15% fee,3541
2023-11-28 00:00:00.000,Base,0.15% fee,1407
2023-11-28 00:00:00.000,Ethereum,0.15% fee,7681
2023-11-28 00:00:00.000,Optimism,0.15% fee,1173
2023-11-28 00:00:00.000,Polygon,0.15% fee,3220
2023-11-29 00:00:00.000,Arbitrum,0.15% fee,2867
2023-11-29 00:00:00.000,Avalanche,0.15% fee,770
2023-11-29 00:00:00.000,BSC,0.15% fee,4008
2023-11-29 00:00:00.000,Base,0.15% fee,1622
2023-11-29 00:00:00.000,Ethereum,0.15% fee,8737
2023-11-29 00:00:00.000,Optimism,0.15% fee,1613
2023-11-29 00:00:00.000,Polygon,0.15% fee,3269
2023-11-30 00:00:00.000,Arbitrum,0.15% fee,2553
2023-11-30 00:00:00.000,Avalanche,0.15% fee,906
2023-11-30 00:00:00.000,BSC,0.15% fee,4403
2023-11-30 00:00:00.000,Base,0.15% fee,1466
2023-11-30 00:00:00.000,Ethereum,0.15% fee,7971
2023-11-30 00:00:00.000,Optimism,0.15% fee,2789
2023-11-30 00:00:00.000,Polygon,0.15% fee,2729
2023-12-01 00:00:00.000,Arbitrum,0.15% fee,2577
2023-12-01 00:00:00.000,Avalanche,0.15% fee,1307
2023-12-01 00:00:00.000,BSC,0.15% fee,3878
2023-12-01 00:00:00.000,Base,0.15% fee,1276
2023-12-01 00:00:00.000,Ethereum,0.15% fee,8467
2023-12-01 00:00:00.000,Optimism,0.15% fee,2626
2023-12-01 00:00:00.000,Polygon,0.15% fee,3871
2023-12-02 00:00:00.000,Arbitrum,0.15% fee,3118
2023-12-02 00:00:00.000,Avalanche,0.15% fee,889
2023-12-02 00:00:00.000,BSC,0.15% fee,3892
2023-12-02 00:00:00.000,Base,0.15% fee,1480
2023-12-02 00:00:00.000,Ethereum,0.15% fee,8765
2023-12-02 00:00:00.000,Optimism,0.15% fee,2252
2023-12-02 00:00:00.000,Polygon,0.15% fee,3358
2023-12-03 00:00:00.000,Arbitrum,0.15% fee,2961
2023-12-03 00:00:00.000,Avalanche,0.15% fee,640
2023-12-03 00:00:00.000,BSC,0.15% fee,6562
2023-12-03 00:00:00.000,Base,0.15% fee,1593
2023-12-03 00:00:00.000,Ethereum,0.15% fee,8294
2023-12-03 00:00:00.000,Optimism,0.15% fee,2122
2023-12-03 00:00:00.000,Polygon,0.15% fee,3605
2023-12-04 00:00:00.000,Arbitrum,0.15% fee,4634
2023-12-04 00:00:00.000,Avalanche,0.15% fee,782
2023-12-04 00:00:00.000,BSC,0.15% fee,8211
2023-12-04 00:00:00.000,Base,0.15% fee,1458
2023-12-04 00:00:00.000,Ethereum,0.15% fee,8984
2023-12-04 00:00:00.000,Optimism,0.15% fee,1952
2023-12-04 00:00:00.000,Polygon,0.15% fee,3534
2023-12-05 00:00:00.000,Arbitrum,0.15% fee,3362
2023-12-05 00:00:00.000,Avalanche,0.15% fee,743
2023-12-05 00:00:00.000,BSC,0.15% fee,13996
2023-12-05 00:00:00.000,Base,0.15% fee,1349
2023-12-05 00:00:00.000,Ethereum,0.15% fee,9590
2023-12-05 00:00:00.000,Optimism,0.15% fee,1612
2023-12-05 00:00:00.000,Polygon,0.15% fee,3478
2023-12-06 00:00:00.000,Arbitrum,0.15% fee,3782
2023-12-06 00:00:00.000,Avalanche,0.15% fee,932
2023-12-06 00:00:00.000,BSC,0.15% fee,11373
2023-12-06 00:00:00.000,Base,0.15% fee,1196
2023-12-06 00:00:00.000,Ethereum,0.15% fee,9128
2023-12-06 00:00:00.000,Optimism,0.15% fee,1679
2023-12-06 00:00:00.000,Polygon,0.15% fee,3431
2023-12-07 00:00:00.000,Arbitrum,0.15% fee,3354
2023-12-07 00:00:00.000,Avalanche,0.15% fee,872
2023-12-07 00:00:00.000,BSC,0.15% fee,8312
2023-12-07 00:00:00.000,Base,0.15% fee,1516
2023-12-07 00:00:00.000,Ethereum,0.15% fee,8681
2023-12-07 00:00:00.000,Optimism,0.15% fee,1583
2023-12-07 00:00:00.000,Polygon,0.15% fee,3243
2023-12-08 00:00:00.000,Arbitrum,0.15% fee,3770
2023-12-08 00:00:00.000,Avalanche,0.15% fee,1110
2023-12-08 00:00:00.000,BSC,0.15% fee,7828
2023-12-08 00:00:00.000,Base,0.15% fee,1525
2023-12-08 00:00:00.000,Ethereum,0.15% fee,9475
2023-12-08 00:00:00.000,Optimism,0.15% fee,1781
2023-12-08 00:00:00.000,Polygon,0.15% fee,3251
2023-12-09 00:00:00.000,Arbitrum,0.15% fee,3672
2023-12-09 00:00:00.000,Avalanche,0.15% fee,953
2023-12-09 00:00:00.000,BSC,0.15% fee,8217
2023-12-09 00:00:00.000,Base,0.15% fee,1799
2023-12-09 00:00:00.000,Ethereum,0.15% fee,9457
2023-12-09 00:00:00.000,Optimism,0.15% fee,2148
2023-12-09 00:00:00.000,Polygon,0.15% fee,4451
2023-12-10 00:00:00.000,Arbitrum,0.15% fee,3318
2023-12-10 00:00:00.000,Avalanche,0.15% fee,1429
2023-12-10 00:00:00.000,BSC,0.15% fee,7594
2023-12-10 00:00:00.000,Base,0.15% fee,1931
2023-12-10 00:00:00.000,Ethereum,0.15% fee,9325
2023-12-10 00:00:00.000,Optimism,0.15% fee,2467
2023-12-10 00:00:00.000,Polygon,0.15% fee,4257
2023-12-11 00:00:00.000,Arbitrum,0.15% fee,3212
2023-12-11 00:00:00.000,Avalanche,0.15% fee,1769
2023-12-11 00:00:00.000,BSC,0.15% fee,7046
2023-12-11 00:00:00.000,Base,0.15% fee,1929
2023-12-11 00:00:00.000,Ethereum,0.15% fee,8609
2023-12-11 00:00:00.000,Optimism,0.15% fee,2398
2023-12-11 00:00:00.000,Polygon,0.15% fee,3671
2023-12-12 00:00:00.000,Arbitrum,0.15% fee,2747
2023-12-12 00:00:00.000,Avalanche,0.15% fee,1781
2023-12-12 00:00:00.000,BSC,0.15% fee,7454
2023-12-12 00:00:00.000,Base,0.15% fee,1968
2023-12-12 00:00:00.000,Ethereum,0.15% fee,8662
2023-12-12 00:00:00.000,Optimism,0.15% fee,1499
2023-12-12 00:00:00.000,Polygon,0.15% fee,4133
2023-12-13 00:00:00.000,Arbitrum,0.15% fee,3086
2023-12-13 00:00:00.000,Avalanche,0.15% fee,848
2023-12-13 00:00:00.000,BSC,0.15% fee,7460
2023-12-13 00:00:00.000,Base,0.15% fee,1615
2023-12-13 00:00:00.000,Ethereum,0.15% fee,9504
2023-12-13 00:00:00.000,Optimism,0.15% fee,1921
2023-12-13 00:00:00.000,Polygon,0.15% fee,4762
2023-12-14 00:00:00.000,Arbitrum,0.15% fee,3256
2023-12-14 00:00:00.000,Avalanche,0.15% fee,578
2023-12-14 00:00:00.000,BSC,0.15% fee,6405
2023-12-14 00:00:00.000,Base,0.15% fee,1642
2023-12-14 00:00:00.000,Ethereum,0.15% fee,11445
2023-12-14 00:00:00.000,Optimism,0.15% fee,1722
2023-12-14 00:00:00.000,Polygon,0.15% fee,3987
2023-12-15 00:00:00.000,Arbitrum,0.15% fee,2039
2023-12-15 00:00:00.000,Avalanche,0.15% fee,512
2023-12-15 00:00:00.000,BSC,0.15% fee,6456
2023-12-15 00:00:00.000,Base,0.15% fee,1442
2023-12-15 00:00:00.000,Ethereum,0.15% fee,9929
2023-12-15 00:00:00.000,Optimism,0.15% fee,1260
2023-12-15 00:00:00.000,Polygon,0.15% fee,5443
2023-12-16 00:00:00.000,Arbitrum,0.15% fee,2504
2023-12-16 00:00:00.000,Avalanche,0.15% fee,589
2023-12-16 00:00:00.000,BSC,0.15% fee,5595
2023-12-16 00:00:00.000,Base,0.15% fee,2250
2023-12-16 00:00:00.000,Ethereum,0.15% fee,9827
2023-12-16 00:00:00.000,Optimism,0.15% fee,1602
2023-12-16 00:00:00.000,Polygon,0.15% fee,5436
2023-12-17 00:00:00.000,Arbitrum,0.15% fee,2959
2023-12-17 00:00:00.000,Avalanche,0.15% fee,657
2023-12-17 00:00:00.000,BSC,0.15% fee,5513
2023-12-17 00:00:00.000,Base,0.15% fee,1645
2023-12-17 00:00:00.000,Ethereum,0.15% fee,8422
2023-12-17 00:00:00.000,Optimism,0.15% fee,1715
2023-12-17 00:00:00.000,Polygon,0.15% fee,4192
2023-12-18 00:00:00.000,Arbitrum,0.15% fee,3647
2023-12-18 00:00:00.000,Avalanche,0.15% fee,691
2023-12-18 00:00:00.000,BSC,0.15% fee,6003
2023-12-18 00:00:00.000,Base,0.15% fee,1254
2023-12-18 00:00:00.000,Ethereum,0.15% fee,7759
2023-12-18 00:00:00.000,Optimism,0.15% fee,1516
2023-12-18 00:00:00.000,Polygon,0.15% fee,6293
2023-12-19 00:00:00.000,Arbitrum,0.15% fee,2990
2023-12-19 00:00:00.000,Avalanche,0.15% fee,500
2023-12-19 00:00:00.000,BSC,0.15% fee,6360
2023-12-19 00:00:00.000,Base,0.15% fee,1586
2023-12-19 00:00:00.000,Ethereum,0.15% fee,9436
2023-12-19 00:00:00.000,Optimism,0.15% fee,1686
2023-12-19 00:00:00.000,Polygon,0.15% fee,6473
2023-12-20 00:00:00.000,Arbitrum,0.15% fee,3165
2023-12-20 00:00:00.000,Avalanche,0.15% fee,467
2023-12-20 00:00:00.000,BSC,0.15% fee,7154
2023-12-20 00:00:00.000,Base,0.15% fee,1289
2023-12-20 00:00:00.000,Ethereum,0.15% fee,10258
2023-12-20 00:00:00.000,Optimism,0.15% fee,1492
2023-12-20 00:00:00.000,Polygon,0.15% fee,5649
2023-12-21 00:00:00.000,Arbitrum,0.15% fee,3392
2023-12-21 00:00:00.000,Avalanche,0.15% fee,606
2023-12-21 00:00:00.000,BSC,0.15% fee,6834
2023-12-21 00:00:00.000,Base,0.15% fee,1710
2023-12-21 00:00:00.000,Ethereum,0.15% fee,10513
2023-12-21 00:00:00.000,Optimism,0.15% fee,2152
2023-12-21 00:00:00.000,Polygon,0.15% fee,6063
2023-12-22 00:00:00.000,Arbitrum,0.15% fee,6678
2023-12-22 00:00:00.000,Avalanche,0.15% fee,853
2023-12-22 00:00:00.000,BSC,0.15% fee,6341
2023-12-22 00:00:00.000,Base,0.15% fee,2130
2023-12-22 00:00:00.000,Ethereum,0.15% fee,9526
2023-12-22 00:00:00.000,Optimism,0.15% fee,2885
2023-12-22 00:00:00.000,Polygon,0.15% fee,5902
2023-12-23 00:00:00.000,Arbitrum,0.15% fee,5167
2023-12-23 00:00:00.000,Avalanche,0.15% fee,824
2023-12-23 00:00:00.000,BSC,0.15% fee,5917
2023-12-23 00:00:00.000,Base,0.15% fee,2644
2023-12-23 00:00:00.000,Ethereum,0.15% fee,9535
2023-12-23 00:00:00.000,Optimism,0.15% fee,2443
2023-12-23 00:00:00.000,Polygon,0.15% fee,7000
2023-12-24 00:00:00.000,Arbitrum,0.15% fee,4010
2023-12-24 00:00:00.000,Avalanche,0.15% fee,752
2023-12-24 00:00:00.000,BSC,0.15% fee,6192
2023-12-24 00:00:00.000,Base,0.15% fee,1897
2023-12-24 00:00:00.000,Ethereum,0.15% fee,8728
2023-12-24 00:00:00.000,Optimism,0.15% fee,2003
2023-12-24 00:00:00.000,Polygon,0.15% fee,5647
2023-12-25 00:00:00.000,Arbitrum,0.15% fee,5398
2023-12-25 00:00:00.000,Avalanche,0.15% fee,900
2023-12-25 00:00:00.000,BSC,0.15% fee,5949
2023-12-25 00:00:00.000,Base,0.15% fee,1761
2023-12-25 00:00:00.000,Ethereum,0.15% fee,8160
2023-12-25 00:00:00.000,Optimism,0.15% fee,1849
2023-12-25 00:00:00.000,Polygon,0.15% fee,5783
2023-12-26 00:00:00.000,Arbitrum,0.15% fee,6122
2023-12-26 00:00:00.000,Avalanche,0.15% fee,1019
2023-12-26 00:00:00.000,BSC,0.15% fee,7694
2023-12-26 00:00:00.000,Base,0.15% fee,2391
2023-12-26 00:00:00.000,Ethereum,0.15% fee,8759
2023-12-26 00:00:00.000,Optimism,0.15% fee,3509
2023-12-26 00:00:00.000,Polygon,0.15% fee,6558
2023-12-27 00:00:00.000,Arbitrum,0.15% fee,6833
2023-12-27 00:00:00.000,Avalanche,0.15% fee,1023
2023-12-27 00:00:00.000,BSC,0.15% fee,8571
2023-12-27 00:00:00.000,Base,0.15% fee,2108
2023-12-27 00:00:00.000,Ethereum,0.15% fee,9343
2023-12-27 00:00:00.000,Optimism,0.15% fee,3122
2023-12-27 00:00:00.000,Polygon,0.15% fee,6927
2023-12-28 00:00:00.000,Arbitrum,0.15% fee,6816
2023-12-28 00:00:00.000,Avalanche,0.15% fee,1006
2023-12-28 00:00:00.000,BSC,0.15% fee,8389
2023-12-28 00:00:00.000,Base,0.15% fee,1915
2023-12-28 00:00:00.000,Ethereum,0.15% fee,9968
2023-12-28 00:00:00.000,Optimism,0.15% fee,2287
2023-12-28 00:00:00.000,Polygon,0.15% fee,6496
2023-12-29 00:00:00.000,Arbitrum,0.15% fee,5215
2023-12-29 00:00:00.000,Avalanche,0.15% fee,1227
2023-12-29 00:00:00.000,BSC,0.15% fee,7020
2023-12-29 00:00:00.000,Base,0.15% fee,1874
2023-12-29 00:00:00.000,Ethereum,0.15% fee,10527
2023-12-29 00:00:00.000,Optimism,0.15% fee,2336
2023-12-29 00:00:00.000,Polygon,0.15% fee,5657
2023-12-30 00:00:00.000,Arbitrum,0.15% fee,3865
2023-12-30 00:00:00.000,Avalanche,0.15% fee,1214
2023-12-30 00:00:00.000,BSC,0.15% fee,6548
2023-12-30 00:00:00.000,Base,0.15% fee,2284
2023-12-30 00:00:00.000,Ethereum,0.15% fee,9109
2023-12-30 00:00:00.000,Optimism,0.15% fee,2116
2023-12-30 00:00:00.000,Polygon,0.15% fee,6529
2023-12-31 00:00:00.000,Arbitrum,0.15% fee,3288
2023-12-31 00:00:00.000,Avalanche,0.15% fee,1060
2023-12-31 00:00:00.000,BSC,0.15% fee,5961
2023-12-31 00:00:00.000,Base,0.15% fee,2184
2023-12-31 00:00:00.000,Ethereum,0.15% fee,8072
2023-12-31 00:00:00.000,Optimism,0.15% fee,2202
2023-12-31 00:00:00.000,Polygon,0.15% fee,5769
2024-01-01 00:00:00.000,Arbitrum,0.15% fee,3287
2024-01-01 00:00:00.000,Avalanche,0.15% fee,812
2024-01-01 00:00:00.000,BSC,0.15% fee,4098
2024-01-01 00:00:00.000,Base,0.15% fee,2400
2024-01-01 00:00:00.000,Ethereum,0.15% fee,8324
2024-01-01 00:00:00.000,Optimism,0.15% fee,1955
2024-01-01 00:00:00.000,Polygon,0.15% fee,5038
2024-01-02 00:00:00.000,Arbitrum,0.15% fee,4277
2024-01-02 00:00:00.000,Avalanche,0.15% fee,1001
2024-01-02 00:00:00.000,BSC,0.15% fee,5213
2024-01-02 00:00:00.000,Base,0.15% fee,1792
2024-01-02 00:00:00.000,Ethereum,0.15% fee,9476
2024-01-02 00:00:00.000,Optimism,0.15% fee,2171
2024-01-02 00:00:00.000,Polygon,0.15% fee,4890
2024-01-03 00:00:00.000,Arbitrum,0.15% fee,3727
2024-01-03 00:00:00.000,Avalanche,0.15% fee,847
2024-01-03 00:00:00.000,BSC,0.15% fee,5242
2024-01-03 00:00:00.000,Base,0.15% fee,1860
2024-01-03 00:00:00.000,Ethereum,0.15% fee,9078
2024-01-03 00:00:00.000,Optimism,0.15% fee,1947
2024-01-03 00:00:00.000,Polygon,0.15% fee,4484
2024-01-04 00:00:00.000,Arbitrum,0.15% fee,4006
2024-01-04 00:00:00.000,Avalanche,0.15% fee,730
2024-01-04 00:00:00.000,BSC,0.15% fee,5985
2024-01-04 00:00:00.000,Base,0.15% fee,1672
2024-01-04 00:00:00.000,Ethereum,0.15% fee,9953
2024-01-04 00:00:00.000,Optimism,0.15% fee,2010
2024-01-04 00:00:00.000,Polygon,0.15% fee,5000
2024-01-05 00:00:00.000,Arbitrum,0.15% fee,4013
2024-01-05 00:00:00.000,Avalanche,0.15% fee,745
2024-01-05 00:00:00.000,BSC,0.15% fee,4896
2024-01-05 00:00:00.000,Base,0.15% fee,1573
2024-01-05 00:00:00.000,Ethereum,0.15% fee,9749
2024-01-05 00:00:00.000,Optimism,0.15% fee,1869
2024-01-05 00:00:00.000,Polygon,0.15% fee,5561
2024-01-06 00:00:00.000,Arbitrum,0.15% fee,4022
2024-01-06 00:00:00.000,Avalanche,0.15% fee,757
2024-01-06 00:00:00.000,BSC,0.15% fee,7353
2024-01-06 00:00:00.000,Base,0.15% fee,1466
2024-01-06 00:00:00.000,Ethereum,0.15% fee,8785
2024-01-06 00:00:00.000,Optimism,0.15% fee,1899
2024-01-06 00:00:00.000,Polygon,0.15% fee,6135
2024-01-07 00:00:00.000,Arbitrum,0.15% fee,2869
2024-01-07 00:00:00.000,Avalanche,0.15% fee,708
2024-01-07 00:00:00.000,BSC,0.15% fee,4702
2024-01-07 00:00:00.000,Base,0.15% fee,1433
2024-01-07 00:00:00.000,Ethereum,0.15% fee,6381
2024-01-07 00:00:00.000,Optimism,0.15% fee,2262
2024-01-07 00:00:00.000,Polygon,0.15% fee,5056
2024-01-08 00:00:00.000,Arbitrum,0.15% fee,3352
2024-01-08 00:00:00.000,Avalanche,0.15% fee,919
2024-01-08 00:00:00.000,BSC,0.15% fee,5038
2024-01-08 00:00:00.000,Base,0.15% fee,2747
2024-01-08 00:00:00.000,Ethereum,0.15% fee,8565
2024-01-08 00:00:00.000,Optimism,0.15% fee,1913
2024-01-08 00:00:00.000,Polygon,0.15% fee,5287
2024-01-09 00:00:00.000,Arbitrum,0.15% fee,4377
2024-01-09 00:00:00.000,Avalanche,0.15% fee,753
2024-01-09 00:00:00.000,BSC,0.15% fee,5398
2024-01-09 00:00:00.000,Base,0.15% fee,1685
2024-01-09 00:00:00.000,Ethereum,0.15% fee,9129
2024-01-09 00:00:00.000,Optimism,0.15% fee,1966
2024-01-09 00:00:00.000,Polygon,0.15% fee,5456
2024-01-10 00:00:00.000,Arbitrum,0.15% fee,3613
2024-01-10 00:00:00.000,Avalanche,0.15% fee,776
2024-01-10 00:00:00.000,BSC,0.15% fee,5577
2024-01-10 00:00:00.000,Base,0.15% fee,1592
2024-01-10 00:00:00.000,Ethereum,0.15% fee,7129
2024-01-10 00:00:00.000,Optimism,0.15% fee,1932
2024-01-10 00:00:00.000,Polygon,0.15% fee,4611
2024-01-11 00:00:00.000,Arbitrum,0.15% fee,4711
