DATE,CHAIN,PERIOD,NEW_USERS
2023-08-26 00:00:00.000,Arbitrum,no fee,2937
2023-08-26 00:00:00.000,Avalanche,no fee,1207
2023-08-26 00:00:00.000,BSC,no fee,2567
2023-08-26 00:00:00.000,Base,no fee,3255
2023-08-26 00:00:00.000,Ethereum,no fee,7015
2023-08-26 00:00:00.000,Optimism,no fee,2371
2023-08-26 00:00:00.000,Polygon,no fee,3070
2023-08-27 00:00:00.000,Arbitrum,no fee,2677
2023-08-27 00:00:00.000,Avalanche,no fee,827
2023-08-27 00:00:00.000,BSC,no fee,2432
2023-08-27 00:00:00.000,Base,no fee,3116
2023-08-27 00:00:00.000,Ethereum,no fee,6538
2023-08-27 00:00:00.000,Optimism,no fee,2347
2023-08-27 00:00:00.000,Polygon,no fee,2528
2023-08-28 00:00:00.000,Arbitrum,no fee,2796
2023-08-28 00:00:00.000,Avalanche,no fee,767
2023-08-28 00:00:00.000,BSC,no fee,2708
2023-08-28 00:00:00.000,Base,no fee,1992
2023-08-28 00:00:00.000,Ethereum,no fee,7279
2023-08-28 00:00:00.000,Optimism,no fee,2551
2023-08-28 00:00:00.000,Polygon,no fee,3159
2023-08-29 00:00:00.000,Arbitrum,no fee,2736
2023-08-29 00:00:00.000,Avalanche,no fee,776
2023-08-29 00:00:00.000,BSC,no fee,2694
2023-08-29 00:00:00.000,Base,no fee,2317
2023-08-29 00:00:00.000,Ethereum,no fee,6861
2023-08-29 00:00:00.000,Optimism,no fee,2809
2023-08-29 00:00:00.000,Polygon,no fee,3459
2023-08-30 00:00:00.000,Arbitrum,no fee,3295
2023-08-30 00:00:00.000,Avalanche,no fee,738
2023-08-30 00:00:00.000,BSC,no fee,2573
2023-08-30 00:00:00.000,Base,no fee,3949
2023-08-30 00:00:00.000,Ethereum,no fee,6909
2023-08-30 00:00:00.000,Optimism,no fee,3386
2023-08-30 00:00:00.000,Polygon,no fee,3543
2023-08-31 00:00:00.000,Arbitrum,no fee,4399
2023-08-31 00:00:00.000,Avalanche,no fee,800
2023-08-31 00:00:00.000,BSC,no fee,3070
2023-08-31 00:00:00.000,Base,no fee,3335
2023-08-31 00:00:00.000,Ethereum,no fee,7417
2023-08-31 00:00:00.000,Optimism,no fee,2651
2023-08-31 00:00:00.000,Polygon,no fee,4017
2023-09-01 00:00:00.000,Arbitrum,no fee,2921
2023-09-01 00:00:00.000,Avalanche,no fee,665
2023-09-01 00:00:00.000,BSC,no fee,2791
2023-09-01 00:00:00.000,Base,no fee,2511
2023-09-01 00:00:00.000,Ethereum,no fee,6887
2023-09-01 00:00:00.000,Optimism,no fee,2274
2023-09-01 00:00:00.000,Polygon,no fee,3276
2023-09-02 00:00:00.000,Arbitrum,no fee,2978
2023-09-02 00:00:00.000,Avalanche,no fee,619
2023-09-02 00:00:00.000,BSC,no fee,2622
2023-09-02 00:00:00.000,Base,no fee,2250
2023-09-02 00:00:00.000,Ethereum,no fee,6656
2023-09-02 00:00:00.000,Optimism,no fee,2280
2023-09-02 00:00:00.000,Polygon,no fee,2763
2023-09-03 00:00:00.000,Arbitrum,no fee,2883
2023-09-03 00:00:00.000,Avalanche,no fee,629
2023-09-03 00:00:00.000,BSC,no fee,2637
2023-09-03 00:00:00.000,Base,no fee,1852
2023-09-03 00:00:00.000,Ethereum,no fee,5923
2023-09-03 00:00:00.000,Optimism,no fee,2024
2023-09-03 00:00:00.000,Polygon,no fee,2570
2023-09-04 00:00:00.000,Arbitrum,no fee,2499
2023-09-04 00:00:00.000,Avalanche,no fee,654
2023-09-04 00:00:00.000,BSC,no fee,2416
2023-09-04 00:00:00.000,Base,no fee,1896
2023-09-04 00:00:00.000,Ethereum,no fee,7169
2023-09-04 00:00:00.000,Optimism,no fee,2227
2023-09-04 00:00:00.000,Polygon,no fee,2620
2023-09-05 00:00:00.000,Arbitrum,no fee,3066
2023-09-05 00:00:00.000,Avalanche,no fee,625
2023-09-05 00:00:00.000,BSC,no fee,2508
2023-09-05 00:00:00.000,Base,no fee,3183
2023-09-05 00:00:00.000,Ethereum,no fee,7060
2023-09-05 00:00:00.000,Optimism,no fee,2355
2023-09-05 00:00:00.000,Polygon,no fee,2730
2023-09-06 00:00:00.000,Arbitrum,no fee,3419
2023-09-06 00:00:00.000,Avalanche,no fee,593
2023-09-06 00:00:00.000,BSC,no fee,2460
2023-09-06 00:00:00.000,Base,no fee,1562
2023-09-06 00:00:00.000,Ethereum,no fee,7346
2023-09-06 00:00:00.000,Optimism,no fee,2336
2023-09-06 00:00:00.000,Polygon,no fee,2910
2023-09-07 00:00:00.000,Arbitrum,no fee,2899
2023-09-07 00:00:00.000,Avalanche,no fee,526
2023-09-07 00:00:00.000,BSC,no fee,2467
2023-09-07 00:00:00.000,Base,no fee,1620
2023-09-07 00:00:00.000,Ethereum,no fee,7628
2023-09-07 00:00:00.000,Optimism,no fee,2081
2023-09-07 00:00:00.000,Polygon,no fee,2639
2023-09-08 00:00:00.000,Arbitrum,no fee,3315
2023-09-08 00:00:00.000,Avalanche,no fee,602
2023-09-08 00:00:00.000,BSC,no fee,2652
2023-09-08 00:00:00.000,Base,no fee,1695
2023-09-08 00:00:00.000,Ethereum,no fee,7207
2023-09-08 00:00:00.000,Optimism,no fee,2556
2023-09-08 00:00:00.000,Polygon,no fee,2429
2023-09-09 00:00:00.000,Arbitrum,no fee,2200
2023-09-09 00:00:00.000,Avalanche,no fee,499
2023-09-09 00:00:00.000,BSC,no fee,2281
2023-09-09 00:00:00.000,Base,no fee,1656
2023-09-09 00:00:00.000,Ethereum,no fee,5957
2023-09-09 00:00:00.000,Optimism,no fee,2038
2023-09-09 00:00:00.000,Polygon,no fee,2493
2023-09-10 00:00:00.000,Arbitrum,no fee,2274
2023-09-10 00:00:00.000,Avalanche,no fee,574
2023-09-10 00:00:00.000,BSC,no fee,2406
2023-09-10 00:00:00.000,Base,no fee,1426
2023-09-10 00:00:00.000,Ethereum,no fee,5404
2023-09-10 00:00:00.000,Optimism,no fee,2162
2023-09-10 00:00:00.000,Polygon,no fee,2310
2023-09-11 00:00:00.000,Arbitrum,no fee,2634
2023-09-11 00:00:00.000,Avalanche,no fee,511
2023-09-11 00:00:00.000,BSC,no fee,2483
2023-09-11 00:00:00.000,Base,no fee,1396
2023-09-11 00:00:00.000,Ethereum,no fee,7609
2023-09-11 00:00:00.000,Optimism,no fee,1683
2023-09-11 00:00:00.000,Polygon,no fee,2270
2023-09-12 00:00:00.000,Arbitrum,no fee,2449
2023-09-12 00:00:00.000,Avalanche,no fee,474
2023-09-12 00:00:00.000,BSC,no fee,2573
2023-09-12 00:00:00.000,Base,no fee,1578
2023-09-12 00:00:00.000,Ethereum,no fee,7530
2023-09-12 00:00:00.000,Optimism,no fee,2207
2023-09-12 00:00:00.000,Polygon,no fee,2618
2023-09-13 00:00:00.000,Arbitrum,no fee,2196
2023-09-13 00:00:00.000,Avalanche,no fee,482
2023-09-13 00:00:00.000,BSC,no fee,2376
2023-09-13 00:00:00.000,Base,no fee,5291
2023-09-13 00:00:00.000,Ethereum,no fee,5978
2023-09-13 00:00:00.000,Optimism,no fee,2013
2023-09-13 00:00:00.000,Polygon,no fee,2622
2023-09-14 00:00:00.000,Arbitrum,no fee,2661
2023-09-14 00:00:00.000,Avalanche,no fee,483
2023-09-14 00:00:00.000,BSC,no fee,2581
2023-09-14 00:00:00.000,Base,no fee,4520
2023-09-14 00:00:00.000,Ethereum,no fee,7109
2023-09-14 00:00:00.000,Optimism,no fee,4433
2023-09-14 00:00:00.000,Polygon,no fee,2728
2023-09-15 00:00:00.000,Arbitrum,no fee,2491
2023-09-15 00:00:00.000,Avalanche,no fee,418
2023-09-15 00:00:00.000,BSC,no fee,3235
2023-09-15 00:00:00.000,Base,no fee,1471
2023-09-15 00:00:00.000,Ethereum,no fee,7366
2023-09-15 00:00:00.000,Optimism,no fee,4401
2023-09-15 00:00:00.000,Polygon,no fee,2520
2023-09-16 00:00:00.000,Arbitrum,no fee,2272
2023-09-16 00:00:00.000,Avalanche,no fee,387
2023-09-16 00:00:00.000,BSC,no fee,2524
2023-09-16 00:00:00.000,Base,no fee,1622
2023-09-16 00:00:00.000,Ethereum,no fee,6261
2023-09-16 00:00:00.000,Optimism,no fee,2527
2023-09-16 00:00:00.000,Polygon,no fee,2474
2023-09-17 00:00:00.000,Arbitrum,no fee,2388
2023-09-17 00:00:00.000,Avalanche,no fee,481
2023-09-17 00:00:00.000,BSC,no fee,2551
2023-09-17 00:00:00.000,Base,no fee,1542
2023-09-17 00:00:00.000,Ethereum,no fee,5348
2023-09-17 00:00:00.000,Optimism,no fee,1937
2023-09-17 00:00:00.000,Polygon,no fee,2110
2023-09-18 00:00:00.000,Arbitrum,no fee,2245
2023-09-18 00:00:00.000,Avalanche,no fee,511
2023-09-18 00:00:00.000,BSC,no fee,2712
2023-09-18 00:00:00.000,Base,no fee,1675
2023-09-18 00:00:00.000,Ethereum,no fee,7039
2023-09-18 00:00:00.000,Optimism,no fee,2164
2023-09-18 00:00:00.000,Polygon,no fee,3120
2023-09-19 00:00:00.000,Arbitrum,no fee,2596
2023-09-19 00:00:00.000,Avalanche,no fee,538
2023-09-19 00:00:00.000,BSC,no fee,2617
2023-09-19 00:00:00.000,Base,no fee,2536
2023-09-19 00:00:00.000,Ethereum,no fee,8649
2023-09-19 00:00:00.000,Optimism,no fee,2683
2023-09-19 00:00:00.000,Polygon,no fee,2564
2023-09-20 00:00:00.000,Arbitrum,no fee,2982
2023-09-20 00:00:00.000,Avalanche,no fee,502
2023-09-20 00:00:00.000,BSC,no fee,2746
2023-09-20 00:00:00.000,Base,no fee,1353
2023-09-20 00:00:00.000,Ethereum,no fee,7255
2023-09-20 00:00:00.000,Optimism,no fee,3102
2023-09-20 00:00:00.000,Polygon,no fee,2913
2023-09-21 00:00:00.000,Arbitrum,no fee,2413
2023-09-21 00:00:00.000,Avalanche,no fee,522
2023-09-21 00:00:00.000,BSC,no fee,2688
2023-09-21 00:00:00.000,Base,no fee,1326
2023-09-21 00:00:00.000,Ethereum,no fee,6346
2023-09-21 00:00:00.000,Optimism,no fee,2333
2023-09-21 00:00:00.000,Polygon,no fee,2936
2023-09-22 00:00:00.000,Arbitrum,no fee,2253
2023-09-22 00:00:00.000,Avalanche,no fee,582
2023-09-22 00:00:00.000,BSC,no fee,2965
2023-09-22 00:00:00.000,Base,no fee,2487
2023-09-22 00:00:00.000,Ethereum,no fee,7038
2023-09-22 00:00:00.000,Optimism,no fee,2550
2023-09-22 00:00:00.000,Polygon,no fee,3107
2023-09-23 00:00:00.000,Arbitrum,no fee,2577
2023-09-23 00:00:00.000,Avalanche,no fee,524
2023-09-23 00:00:00.000,BSC,no fee,2487
2023-09-23 00:00:00.000,Base,no fee,2142
2023-09-23 00:00:00.000,Ethereum,no fee,6809
2023-09-23 00:00:00.000,Optimism,no fee,4089
2023-09-23 00:00:00.000,Polygon,no fee,2928
2023-09-24 00:00:00.000,Arbitrum,no fee,3280
2023-09-24 00:00:00.000,Avalanche,no fee,505
2023-09-24 00:00:00.000,BSC,no fee,2580
2023-09-24 00:00:00.000,Base,no fee,2393
2023-09-24 00:00:00.000,Ethereum,no fee,7033
2023-09-24 00:00:00.000,Optimism,no fee,1798
2023-09-24 00:00:00.000,Polygon,no fee,3048
2023-09-25 00:00:00.000,Arbitrum,no fee,2888
2023-09-25 00:00:00.000,Avalanche,no fee,483
2023-09-25 00:00:00.000,BSC,no fee,2538
2023-09-25 00:00:00.000,Base,no fee,1979
2023-09-25 00:00:00.000,Ethereum,no fee,7063
2023-09-25 00:00:00.000,Optimism,no fee,2003
2023-09-25 00:00:00.000,Polygon,no fee,3260
2023-09-26 00:00:00.000,Arbitrum,no fee,2983
2023-09-26 00:00:00.000,Avalanche,no fee,449
2023-09-26 00:00:00.000,BSC,no fee,2714
2023-09-26 00:00:00.000,Base,no fee,1728
2023-09-26 00:00:00.000,Ethereum,no fee,7152
2023-09-26 00:00:00.000,Optimism,no fee,1904
2023-09-26 00:00:00.000,Polygon,no fee,3373
2023-09-27 00:00:00.000,Arbitrum,no fee,2765
2023-09-27 00:00:00.000,Avalanche,no fee,474
2023-09-27 00:00:00.000,BSC,no fee,2531
2023-09-27 00:00:00.000,Base,no fee,2023
2023-09-27 00:00:00.000,Ethereum,no fee,6955
2023-09-27 00:00:00.000,Optimism,no fee,1960
2023-09-27 00:00:00.000,Polygon,no fee,2710
2023-09-28 00:00:00.000,Arbitrum,no fee,2855
2023-09-28 00:00:00.000,Avalanche,no fee,408
2023-09-28 00:00:00.000,BSC,no fee,2371
2023-09-28 00:00:00.000,Base,no fee,2166
2023-09-28 00:00:00.000,Ethereum,no fee,7639
2023-09-28 00:00:00.000,Optimism,no fee,1739
2023-09-28 00:00:00.000,Polygon,no fee,2318
2023-09-29 00:00:00.000,Arbitrum,no fee,3000
2023-09-29 00:00:00.000,Avalanche,no fee,499
2023-09-29 00:00:00.000,BSC,no fee,2358
2023-09-29 00:00:00.000,Base,no fee,3197
2023-09-29 00:00:00.000,Ethereum,no fee,7238
2023-09-29 00:00:00.000,Optimism,no fee,1619
2023-09-29 00:00:00.000,Polygon,no fee,2300
2023-09-30 00:00:00.000,Arbitrum,no fee,3384
2023-09-30 00:00:00.000,Avalanche,no fee,418
2023-09-30 00:00:00.000,BSC,no fee,2498
2023-09-30 00:00:00.000,Base,no fee,3130
2023-09-30 00:00:00.000,Ethereum,no fee,6469
2023-09-30 00:00:00.000,Optimism,no fee,13120
2023-09-30 00:00:00.000,Polygon,no fee,2820
2023-10-01 00:00:00.000,Arbitrum,no fee,2482
2023-10-01 00:00:00.000,Avalanche,no fee,372
2023-10-01 00:00:00.000,BSC,no fee,2310
2023-10-01 00:00:00.000,Base,no fee,2896
2023-10-01 00:00:00.000,Ethereum,no fee,6800
2023-10-01 00:00:00.000,Optimism,no fee,1321
2023-10-01 00:00:00.000,Polygon,no fee,2101
2023-10-02 00:00:00.000,Arbitrum,no fee,2355
2023-10-02 00:00:00.000,Avalanche,no fee,373
2023-10-02 00:00:00.000,BSC,no fee,2700
2023-10-02 00:00:00.000,Base,no fee,2422
2023-10-02 00:00:00.000,Ethereum,no fee,7283
2023-10-02 00:00:00.000,Optimism,no fee,1519
2023-10-02 00:00:00.000,Polygon,no fee,2671
2023-10-03 00:00:00.000,Arbitrum,no fee,2613
2023-10-03 00:00:00.000,Avalanche,no fee,402
2023-10-03 00:00:00.000,BSC,no fee,3867
2023-10-03 00:00:00.000,Base,no fee,2142
2023-10-03 00:00:00.000,Ethereum,no fee,7883
2023-10-03 00:00:00.000,Optimism,no fee,1562
2023-10-03 00:00:00.000,Polygon,no fee,2225
2023-10-04 00:00:00.000,Arbitrum,no fee,3790
2023-10-04 00:00:00.000,Avalanche,no fee,562
2023-10-04 00:00:00.000,BSC,no fee,2881
2023-10-04 00:00:00.000,Base,no fee,2160
2023-10-04 00:00:00.000,Ethereum,no fee,8071
2023-10-04 00:00:00.000,Optimism,no fee,1656
2023-10-04 00:00:00.000,Polygon,no fee,2091
2023-10-05 00:00:00.000,Arbitrum,no fee,3406
2023-10-05 00:00:00.000,Avalanche,no fee,479
2023-10-05 00:00:00.000,BSC,no fee,2506
2023-10-05 00:00:00.000,Base,no fee,2232
2023-10-05 00:00:00.000,Ethereum,no fee,7139
2023-10-05 00:00:00.000,Optimism,no fee,1726
2023-10-05 00:00:00.000,Polygon,no fee,1996
2023-10-06 00:00:00.000,Arbitrum,no fee,2751
2023-10-06 00:00:00.000,Avalanche,no fee,573
2023-10-06 00:00:00.000,BSC,no fee,2284
2023-10-06 00:00:00.000,Base,no fee,1917
2023-10-06 00:00:00.000,Ethereum,no fee,7358
2023-10-06 00:00:00.000,Optimism,no fee,2144
2023-10-06 00:00:00.000,Polygon,no fee,1895
2023-10-07 00:00:00.000,Arbitrum,no fee,3037
2023-10-07 00:00:00.000,Avalanche,no fee,601
2023-10-07 00:00:00.000,BSC,no fee,4669
2023-10-07 00:00:00.000,Base,no fee,2094
2023-10-07 00:00:00.000,Ethereum,no fee,8009
2023-10-07 00:00:00.000,Optimism,no fee,1786
2023-10-07 00:00:00.000,Polygon,no fee,1868
2023-10-08 00:00:00.000,Arbitrum,no fee,2464
2023-10-08 00:00:00.000,Avalanche,no fee,449
2023-10-08 00:00:00.000,BSC,no fee,2831
2023-10-08 00:00:00.000,Base,no fee,2713
2023-10-08 00:00:00.000,Ethereum,no fee,6560
2023-10-08 00:00:00.000,Optimism,no fee,1500
2023-10-08 00:00:00.000,Polygon,no fee,1822
2023-10-09 00:00:00.000,Arbitrum,no fee,2541
2023-10-09 00:00:00.000,Avalanche,no fee,364
2023-10-09 00:00:00.000,BSC,no fee,2297
2023-10-09 00:00:00.000,Base,no fee,2447
2023-10-09 00:00:00.000,Ethereum,no fee,6928
2023-10-09 00:00:00.000,Optimism,no fee,1497
2023-10-09 00:00:00.000,Polygon,no fee,2420
2023-10-10 00:00:00.000,Arbitrum,no fee,2339
2023-10-10 00:00:00.000,Avalanche,no fee,381
2023-10-10 00:00:00.000,BSC,no fee,2370
2023-10-10 00:00:00.000,Base,no fee,2427
2023-10-10 00:00:00.000,Ethereum,no fee,7075
2023-10-10 00:00:00.000,Optimism,no fee,1550
2023-10-10 00:00:00.000,Polygon,no fee,2136
2023-10-11 00:00:00.000,Arbitrum,no fee,2233
2023-10-11 00:00:00.000,Avalanche,no fee,390
2023-10-11 00:00:00.000,BSC,no fee,2278
2023-10-11 00:00:00.000,Base,no fee,2506
2023-10-11 00:00:00.000,Ethereum,no fee,6859
2023-10-11 00:00:00.000,Optimism,no fee,1529
2023-10-11 00:00:00.000,Polygon,no fee,2443
2023-10-12 00:00:00.000,Arbitrum,no fee,2195
2023-10-12 00:00:00.000,Avalanche,no fee,476
2023-10-12 00:00:00.000,BSC,no fee,2206
2023-10-12 00:00:00.000,Base,no fee,2480
2023-10-12 00:00:00.000,Ethereum,no fee,7686
2023-10-12 00:00:00.000,Optimism,no fee,1443
2023-10-12 00:00:00.000,Polygon,no fee,2433
2023-10-13 00:00:00.000,Arbitrum,no fee,1870
2023-10-13 00:00:00.000,Avalanche,no fee,334
2023-10-13 00:00:00.000,BSC,no fee,1983
2023-10-13 00:00:00.000,Base,no fee,2277
2023-10-13 00:00:00.000,Ethereum,no fee,7185
2023-10-13 00:00:00.000,Optimism,no fee,1349
2023-10-13 00:00:00.000,Polygon,no fee,2293
2023-10-14 00:00:00.000,Arbitrum,no fee,2331
2023-10-14 00:00:00.000,Avalanche,no fee,296
2023-10-14 00:00:00.000,BSC,no fee,1893
2023-10-14 00:00:00.000,Base,no fee,2791
2023-10-14 00:00:00.000,Ethereum,no fee,6411
2023-10-14 00:00:00.000,Optimism,no fee,1361
2023-10-14 00:00:00.000,Polygon,no fee,2261
2023-10-15 00:00:00.000,Arbitrum,no fee,2137
2023-10-15 00:00:00.000,Avalanche,no fee,338
2023-10-15 00:00:00.000,BSC,no fee,1995
2023-10-15 00:00:00.000,Base,no fee,2838
2023-10-15 00:00:00.000,Ethereum,no fee,6659
2023-10-15 00:00:00.000,Optimism,no fee,1346
2023-10-15 00:00:00.000,Polygon,no fee,4555
2023-10-16 00:00:00.000,Arbitrum,no fee,2146
2023-10-16 00:00:00.000,Avalanche,no fee,348
2023-10-16 00:00:00.000,BSC,no fee,2155
2023-10-16 00:00:00.000,Base,no fee,2366
2023-10-16 00:00:00.000,Ethereum,no fee,7834
2023-10-16 00:00:00.000,Optimism,no fee,1217
2023-10-16 00:00:00.000,Polygon,no fee,6044
2023-10-17 00:00:00.000,Arbitrum,0.15% fee,2164
2023-10-17 00:00:00.000,Avalanche,0.15% fee,384
2023-10-17 00:00:00.000,BSC,0.15% fee,2297
2023-10-17 00:00:00.000,Base,0.15% fee,2581
2023-10-17 00:00:00.000,Ethereum,0.15% fee,8054
2023-10-17 00:00:00.000,Optimism,0.15% fee,1327
2023-10-17 00:00:00.000,Polygon,0.15% fee,4061
2023-10-18 00:00:00.000,Arbitrum,0.15% fee,2287
2023-10-18 00:00:00.000,Avalanche,0.15% fee,379
2023-10-18 00:00:00.000,BSC,0.15% fee,2187
2023-10-18 00:00:00.000,Base,0.15% fee,2905
2023-10-18 00:00:00.000,Ethereum,0.15% fee,7933
2023-10-18 00:00:00.000,Optimism,0.15% fee,1330
2023-10-18 00:00:00.000,Polygon,0.15% fee,3358
2023-10-19 00:00:00.000,Arbitrum,0.15% fee,2279
2023-10-19 00:00:00.000,Avalanche,0.15% fee,299
2023-10-19 00:00:00.000,BSC,0.15% fee,2218
2023-10-19 00:00:00.000,Base,0.15% fee,2335
2023-10-19 00:00:00.000,Ethereum,0.15% fee,7654
2023-10-19 00:00:00.000,Optimism,0.15% fee,1536
2023-10-19 00:00:00.000,Polygon,0.15% fee,3038
2023-10-20 00:00:00.000,Arbitrum,0.15% fee,2360
2023-10-20 00:00:00.000,Avalanche,0.15% fee,344
2023-10-20 00:00:00.000,BSC,0.15% fee,2195
2023-10-20 00:00:00.000,Base,0.15% fee,2567
2023-10-20 00:00:00.000,Ethereum,0.15% fee,7195
2023-10-20 00:00:00.000,Optimism,0.15% fee,1628
2023-10-20 00:00:00.000,Polygon,0.15% fee,3164
2023-10-21 00:00:00.000,Arbitrum,0.15% fee,2716
2023-10-21 00:00:00.000,Avalanche,0.15% fee,256
2023-10-21 00:00:00.000,BSC,0.15% fee,1912
2023-10-21 00:00:00.000,Base,0.15% fee,2780
2023-10-21 00:00:00.000,Ethereum,0.15% fee,6908
2023-10-21 00:00:00.000,Optimism,0.15% fee,1608
2023-10-21 00:00:00.000,Polygon,0.15% fee,3062
2023-10-22 00:00:00.000,Arbitrum,0.15% fee,2534
2023-10-22 00:00:00.000,Avalanche,0.15% fee,363
2023-10-22 00:00:00.000,BSC,0.15% fee,1810
2023-10-22 00:00:00.000,Base,0.15% fee,3013
2023-10-22 00:00:00.000,Ethereum,0.15% fee,7191
2023-10-22 00:00:00.000,Optimism,0.15% fee,1758
2023-10-22 00:00:00.000,Polygon,0.15% fee,2678
2023-10-23 00:00:00.000,Arbitrum,0.15% fee,3002
2023-10-23 00:00:00.000,Avalanche,0.15% fee,403
2023-10-23 00:00:00.000,BSC,0.15% fee,2105
2023-10-23 00:00:00.000,Base,0.15% fee,2193
2023-10-23 00:00:00.000,Ethereum,0.15% fee,8661
2023-10-23 00:00:00.000,Optimism,0.15% fee,1509
2023-10-23 00:00:00.000,Polygon,0.15% fee,2791
2023-10-24 00:00:00.000,Arbitrum,0.15% fee,4401
2023-10-24 00:00:00.000,Avalanche,0.15% fee,510
2023-10-24 00:00:00.000,BSC,0.15% fee,2261
2023-10-24 00:00:00.000,Base,0.15% fee,1861
2023-10-24 00:00:00.000,Ethereum,0.15% fee,8258
2023-10-24 00:00:00.000,Optimism,0.15% fee,1449
2023-10-24 00:00:00.000,Polygon,0.15% fee,3453
2023-10-25 00:00:00.000,Arbitrum,0.15% fee,6163
2023-10-25 00:00:00.000,Avalanche,0.15% fee,374
2023-10-25 00:00:00.000,BSC,0.15% fee,2230
2023-10-25 00:00:00.000,Base,0.15% fee,2204
2023-10-25 00:00:00.000,Ethereum,0.15% fee,8833
2023-10-25 00:00:00.000,Optimism,0.15% fee,1588
2023-10-25 00:00:00.000,Polygon,0.15% fee,3254
2023-10-26 00:00:00.000,Arbitrum,0.15% fee,5328
2023-10-26 00:00:00.000,Avalanche,0.15% fee,414
2023-10-26 00:00:00.000,BSC,0.15% fee,2500
2023-10-26 00:00:00.000,Base,0.15% fee,2093
2023-10-26 00:00:00.000,Ethereum,0.15% fee,7790
2023-10-26 00:00:00.000,Optimism,0.15% fee,1461
2023-10-26 00:00:00.000,Polygon,0.15% fee,3333
2023-10-27 00:00:00.000,Arbitrum,0.15% fee,11381
2023-10-27 00:00:00.000,Avalanche,0.15% fee,470
2023-10-27 00:00:00.000,BSC,0.15% fee,2359
2023-10-27 00:00:00.000,Base,0.15% fee,2199
2023-10-27 00:00:00.000,Ethereum,0.15% fee,8250
2023-10-27 00:00:00.000,Optimism,0.15% fee,1565
2023-10-27 00:00:00.000,Polygon,0.15% fee,2743
2023-10-28 00:00:00.000,Arbitrum,0.15% fee,7230
2023-10-28 00:00:00.000,Avalanche,0.15% fee,341
2023-10-28 00:00:00.000,BSC,0.15% fee,2091
2023-10-28 00:00:00.000,Base,0.15% fee,2645
2023-10-28 00:00:00.000,Ethereum,0.15% fee,7521
2023-10-28 00:00:00.000,Optimism,0.15% fee,1299
2023-10-28 00:00:00.000,Polygon,0.15% fee,2648
2023-10-29 00:00:00.000,Arbitrum,0.15% fee,3861
2023-10-29 00:00:00.000,Avalanche,0.15% fee,412
2023-10-29 00:00:00.000,BSC,0.15% fee,2148
2023-10-29 00:00:00.000,Base,0.15% fee,2381
2023-10-29 00:00:00.000,Ethereum,0.15% fee,7395
2023-10-29 00:00:00.000,Optimism,0.15% fee,1347
2023-10-29 00:00:00.000,Polygon,0.15% fee,2522
2023-10-30 00:00:00.000,Arbitrum,0.15% fee,2294
2023-10-30 00:00:00.000,Avalanche,0.15% fee,365
2023-10-30 00:00:00.000,BSC,0.15% fee,2279
2023-10-30 00:00:00.000,Base,0.15% fee,1724
2023-10-30 00:00:00.000,Ethereum,0.15% fee,7739
2023-10-30 00:00:00.000,Optimism,0.15% fee,1402
2023-10-30 00:00:00.000,Polygon,0.15% fee,4836
2023-10-31 00:00:00.000,Arbitrum,0.15% fee,2460
2023-10-31 00:00:00.000,Avalanche,0.15% fee,383
2023-10-31 00:00:00.000,BSC,0.15% fee,2329
2023-10-31 00:00:00.000,Base,0.15% fee,1906
2023-10-31 00:00:00.000,Ethereum,0.15% fee,7787
2023-10-31 00:00:00.000,Optimism,0.15% fee,1408
2023-10-31 00:00:00.000,Polygon,0.15% fee,9327
2023-11-01 00:00:00.000,Arbitrum,0.15% fee,2781
2023-11-01 00:00:00.000,Avalanche,0.15% fee,357
2023-11-01 00:00:00.000,BSC,0.15% fee,2439
2023-11-01 00:00:00.000,Base,0.15% fee,1861
2023-11-01 00:00:00.000,Ethereum,0.15% fee,8166
2023-11-01 00:00:00.000,Optimism,0.15% fee,1254
2023-11-01 00:00:00.000,Polygon,0.15% fee,4346
2023-11-02 00:00:00.000,Arbitrum,0.15% fee,3192
2023-11-02 00:00:00.000,Avalanche,0.15% fee,434
2023-11-02 00:00:00.000,BSC,0.15% fee,3021
2023-11-02 00:00:00.000,Base,0.15% fee,1898
2023-11-02 00:00:00.000,Ethereum,0.15% fee,7817
2023-11-02 00:00:00.000,Optimism,0.15% fee,1136
2023-11-02 00:00:00.000,Polygon,0.15% fee,3100
2023-11-03 00:00:00.000,Arbitrum,0.15% fee,2802
2023-11-03 00:00:00.000,Avalanche,0.15% fee,341
2023-11-03 00:00:00.000,BSC,0.15% fee,2726
2023-11-03 00:00:00.000,Base,0.15% fee,1910
2023-11-03 00:00:00.000,Ethereum,0.15% fee,7712
2023-11-03 00:00:00.000,Optimism,0.15% fee,1148
2023-11-03 00:00:00.000,Polygon,0.15% fee,2952
2023-11-04 00:00:00.000,Arbitrum,0.15% fee,3433
2023-11-04 00:00:00.000,Avalanche,0.15% fee,438
2023-11-04 00:00:00.000,BSC,0.15% fee,2970
2023-11-04 00:00:00.000,Base,0.15% fee,2311
2023-11-04 00:00:00.000,Ethereum,0.15% fee,7886
2023-11-04 00:00:00.000,Optimism,0.15% fee,1608
2023-11-04 00:00:00.000,Polygon,0.15% fee,3755
2023-11-05 00:00:00.000,Arbitrum,0.15% fee,2994
2023-11-05 00:00:00.000,Avalanche,0.15% fee,505
2023-11-05 00:00:00.000,BSC,0.15% fee,3106
2023-11-05 00:00:00.000,Base,0.15% fee,1949
2023-11-05 00:00:00.000,Ethereum,0.15% fee,7920
